source_file,Name,CAS,Clean_Name,CC50_raw,CC50_mM,Cell_line,Method,Mw
imidazolium.csv,1-benzyl-3-octadecyl-1H-imidazol-3-ium bromide,,1-BENZYL-3-OCTADECYL-1H-IMIDAZOL-3-IUM BROMIDE,0.01341,0.01341,DU-145,SRB,491.602
imidazolium.csv,1-benzyl-3-octadecyl-1H-imidazol-3-ium bromide,,1-BENZYL-3-OCTADECYL-1H-IMIDAZOL-3-IUM BROMIDE,0.02435,0.02435,MRC-5,SRB,491.602
imidazolium.csv,1-butyl-1H-imidazol-1-ium chloride,71614-56-7,1-BUTYL-1H-IMIDAZOL-1-IUM CHLORIDE,11.9,11.9,HEK293T,MTS,160.648
imidazolium.csv,1-butyl-3-(2-ethylphenyl)-1H-imidazol-3-ium bromide,1176200-06-8,1-BUTYL-3-(2-ETHYLPHENYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.123,0.123,IPC-81,WST-1,309.251
imidazolium.csv,1-butyl-3-(2-ethylphenyl)-1H-imidazol-3-ium iodide,1176200-04-6,1-BUTYL-3-(2-ETHYLPHENYL)-1H-IMIDAZOL-3-IUM IODIDE,0.105,0.105,IPC-81,WST-1,356.251
imidazolium.csv,1-butyl-3-(4-(ethoxycarbonyl)phenyl)-1H-imidazol-3-ium bromide,1426080-65-0,1-BUTYL-3-(4-(ETHOXYCARBONYL)PHENYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.468,0.468,IPC-81,WST-1,353.26
imidazolium.csv,1-butyl-3-(4-ethoxyphenyl)-1H-imidazol-3-ium bromide,1176200-16-0,1-BUTYL-3-(4-ETHOXYPHENYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.085,0.085,IPC-81,WST-1,325.25
imidazolium.csv,1-butyl-3-(p-tolyl)-1H-imidazol-3-ium bromide,1426080-64-9,1-BUTYL-3-(P-TOLYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.214,0.214,IPC-81,WST-1,295.224
imidazolium.csv,1-butyl-3-vinyl-1H-imidazol-3-ium bromide,1033461-45-8,1-BUTYL-3-VINYL-1H-IMIDAZOL-3-IUM BROMIDE,1.987,1.987,A549,WST-8,231.137
imidazolium.csv,1-butyl-3-vinyl-1H-imidazol-3-ium chloride,657394-65-5,1-BUTYL-3-VINYL-1H-IMIDAZOL-3-IUM CHLORIDE,0.991,0.991,A549,WST-8,186.686
imidazolium.csv,1-decyl-1H-imidazol-1-ium chloride,2538955-82-5,1-DECYL-1H-IMIDAZOL-1-IUM CHLORIDE,0.06,0.06,HEK293T,MTS,244.81
imidazolium.csv,1-dodecyl-3-vinyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)imide,866947-54-8,1-DODECYL-3-VINYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,0.0056,0.0056,A549,WST-8,543.596
imidazolium.csv,1-ethyl-3-hexyl-1H-imidazol-3-ium bromide,547719-00-6,1-ETHYL-3-HEXYL-1H-IMIDAZOL-3-IUM BROMIDE,0.102,0.102,IPC-81,WST-1,261.207
imidazolium.csv,1-ethyl-3-hexyl-1H-imidazol-3-ium bromide,547719-00-6,1-ETHYL-3-HEXYL-1H-IMIDAZOL-3-IUM BROMIDE,0.102,0.102,IPC-81,WST-1,261.207
imidazolium.csv,1-ethyl-3-hexyl-1H-imidazol-3-ium tetrafluoroborate,393550-29-3,1-ETHYL-3-HEXYL-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,0.182,0.182,IPC-81,WST-1,268.107
imidazolium.csv,1-ethyl-3-hexyl-1H-imidazol-3-ium tetrafluoroborate,393550-29-3,1-ETHYL-3-HEXYL-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,0.182,0.182,IPC-81,WST-1,268.107
imidazolium.csv,1-ethyl-3-propyl-1H-imidazol-3-ium bromide,637348-59-5,1-ETHYL-3-PROPYL-1H-IMIDAZOL-3-IUM BROMIDE,>1.995,1.995,IPC-81,WST-1,219.126
imidazolium.csv,1H-imidazol-3-ium 2-hydroxybenzoate,36364-49-5,1H-IMIDAZOL-3-IUM 2-HYDROXYBENZOATE,>0.1,0.1,MCF-7,MTT,206.201
imidazolium.csv,1H-imidazol-3-ium 2-hydroxybenzoate,36364-49-5,1H-IMIDAZOL-3-IUM 2-HYDROXYBENZOATE,>0.1,0.1,MDA-MB-231,MTT,206.201
imidazolium.csv,1H-imidazol-3-ium 2-hydroxybenzoate,36364-49-5,1H-IMIDAZOL-3-IUM 2-HYDROXYBENZOATE,>0.1,0.1,PC3,MTT,206.201
imidazolium.csv,1H-imidazol-3-ium 2-hydroxybenzoate,36364-49-5,1H-IMIDAZOL-3-IUM 2-HYDROXYBENZOATE,>0.1,0.1,HeLa,MTT,206.201
imidazolium.csv,1H-imidazol-3-ium 2-hydroxybenzoate,36364-49-5,1H-IMIDAZOL-3-IUM 2-HYDROXYBENZOATE,0.03994,0.03994,HT29,MTT,206.201
imidazolium.csv,1H-imidazol-3-ium 2-hydroxybenzoate,36364-49-5,1H-IMIDAZOL-3-IUM 2-HYDROXYBENZOATE,0.02303,0.02303,A549,MTT,206.201
imidazolium.csv,1-methyl-1H-imidazol-1-ium bis((trifluoromethyl)sulfonyl)imide,353239-08-4,1-METHYL-1H-IMIDAZOL-1-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,6.54,6.54,HEK293T,MTS,363.261
imidazolium.csv,1-methyl-1H-imidazol-1-ium bromide,101023-58-9,1-METHYL-1H-IMIDAZOL-1-IUM BROMIDE,67.83,67.83,HEK293T,MTS,163.018
imidazolium.csv,1-methyl-1H-imidazol-1-ium chloride,35487-17-3,1-METHYL-1H-IMIDAZOL-1-IUM CHLORIDE,67.75,67.75,HEK293T,MTS,118.567
imidazolium.csv,1-methyl-1H-imidazol-1-ium hydrogen sulfate,681281-87-8,1-METHYL-1H-IMIDAZOL-1-IUM HYDROGEN SULFATE,26.42,26.42,HEK293T,MTS,180.185
imidazolium.csv,1-methyl-1H-imidazol-1-ium nitrate,156204-43-2,1-METHYL-1H-IMIDAZOL-1-IUM NITRATE,72.75,72.75,HEK293T,MTS,145.118
imidazolium.csv,1-methyl-1H-imidazol-1-ium trifluoromethanesulfonate,99257-94-0,1-METHYL-1H-IMIDAZOL-1-IUM TRIFLUOROMETHANESULFONATE,47.43,47.43,HEK293T,MTS,232.183
imidazolium.csv,1-methyl-3-((methylthio)methyl)-1H-imidazol-3-ium chloride,1427172-68-6,1-METHYL-3-((METHYLTHIO)METHYL)-1H-IMIDAZOL-3-IUM CHLORIDE,>0.5,0.5,HeLa,MTT,178.688
imidazolium.csv,1-methyl-3-((methylthio)methyl)-1H-imidazol-3-ium chloride,1427172-68-6,1-METHYL-3-((METHYLTHIO)METHYL)-1H-IMIDAZOL-3-IUM CHLORIDE,>0.5,0.5,HeLa,MTT,178.688
imidazolium.csv,1-methyl-3-((methylthio)methyl)-1H-imidazol-3-ium chloride,1427172-68-6,1-METHYL-3-((METHYLTHIO)METHYL)-1H-IMIDAZOL-3-IUM CHLORIDE,>0.5,0.5,K562,MTT,178.688
imidazolium.csv,1-methyl-3-((methylthio)methyl)-1H-imidazol-3-ium chloride,1427172-68-6,1-METHYL-3-((METHYLTHIO)METHYL)-1H-IMIDAZOL-3-IUM CHLORIDE,>0.5,0.5,K562,MTT,178.688
imidazolium.csv,1-methyl-3-((methylthio)methyl)-1H-imidazol-3-ium chloride,1427172-68-6,1-METHYL-3-((METHYLTHIO)METHYL)-1H-IMIDAZOL-3-IUM CHLORIDE,>0.5,0.5,HUVEC,MTT,178.688
imidazolium.csv,1-methyl-3-((methylthio)methyl)-1H-imidazol-3-ium chloride,1427172-68-6,1-METHYL-3-((METHYLTHIO)METHYL)-1H-IMIDAZOL-3-IUM CHLORIDE,>0.5,0.5,HUVEC,MTT,178.688
imidazolium.csv,1-methyl-3-((octyloxy)methyl)-1H-imidazol-3-ium 2-(2-isopropyl-5-methylphenoxy)acetate,3036015-11-6,1-METHYL-3-((OCTYLOXY)METHYL)-1H-IMIDAZOL-3-IUM 2-(2-ISOPROPYL-5-METHYLPHENOXY)ACETATE,0.0111,0.0111,B16F10,MTT,432.605
imidazolium.csv,1-methyl-3-((octyloxy)methyl)-1H-imidazol-3-ium 2-(4-allyl-2-methoxyphenoxy)acetate,3036015-15-0,1-METHYL-3-((OCTYLOXY)METHYL)-1H-IMIDAZOL-3-IUM 2-(4-ALLYL-2-METHOXYPHENOXY)ACETATE,0.0111,0.0111,B16F10,MTT,446.588
imidazolium.csv,1-methyl-3-((octyloxy)methyl)-1H-imidazol-3-ium 2-(4-formyl-2-methoxyphenoxy)acetate,3036015-13-8,1-METHYL-3-((OCTYLOXY)METHYL)-1H-IMIDAZOL-3-IUM 2-(4-FORMYL-2-METHOXYPHENOXY)ACETATE,0.0111,0.0111,B16F10,MTT,434.533
imidazolium.csv,1-methyl-3-((octyloxy)methyl)-1H-imidazol-3-ium 2-(5-isopropyl-2-methylphenoxy)acetate,3036015-07-0,1-METHYL-3-((OCTYLOXY)METHYL)-1H-IMIDAZOL-3-IUM 2-(5-ISOPROPYL-2-METHYLPHENOXY)ACETATE,0.0101,0.0101,B16F10,MTT,432.605
imidazolium.csv,1-methyl-3-((octyloxy)methyl)-1H-imidazol-3-ium 4-hydroxybenzenesulfonate,3036015-04-7,1-METHYL-3-((OCTYLOXY)METHYL)-1H-IMIDAZOL-3-IUM 4-HYDROXYBENZENESULFONATE,0.0122,0.0122,B16F10,MTT,398.525
imidazolium.csv,1-methyl-3-((octyloxy)methyl)-1H-imidazol-3-ium benzenesulfonate,3036015-05-8,1-METHYL-3-((OCTYLOXY)METHYL)-1H-IMIDAZOL-3-IUM BENZENESULFONATE,0.0122,0.0122,B16F10,MTT,382.526
imidazolium.csv,1-methyl-3-((octyloxy)methyl)-1H-imidazol-3-ium chloride,99874-28-9,1-METHYL-3-((OCTYLOXY)METHYL)-1H-IMIDAZOL-3-IUM CHLORIDE,0.0197,0.0197,B16F10,MTT,260.809
imidazolium.csv,1-methyl-3-((octyloxy)methyl)-1H-imidazol-3-ium formate,3036015-08-1,1-METHYL-3-((OCTYLOXY)METHYL)-1H-IMIDAZOL-3-IUM FORMATE,0.0184,0.0184,B16F10,MTT,270.373
imidazolium.csv,1-methyl-3-((octyloxy)methyl)-1H-imidazol-3-ium pivalate,3036015-16-1,1-METHYL-3-((OCTYLOXY)METHYL)-1H-IMIDAZOL-3-IUM PIVALATE,0.0163,0.0163,B16F10,MTT,326.481
imidazolium.csv,1-methyl-3-((octyloxy)methyl)-1H-imidazol-3-ium propionate,3036015-09-2,1-METHYL-3-((OCTYLOXY)METHYL)-1H-IMIDAZOL-3-IUM PROPIONATE,0.0158,0.0158,B16F10,MTT,298.427
imidazolium.csv,"1-methyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium 2,2,2-trifluoroacetate",,1-METHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM 2 2 2-TRIFLUOROACETATE,0.219,0.219,CaCo-2,MTT,464.447
imidazolium.csv,"1-methyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium 2,2,2-trifluoroacetate",,1-METHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM 2 2 2-TRIFLUOROACETATE,0.213,0.213,T-47D,MTT,464.447
imidazolium.csv,"1-methyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium 2,2,2-trifluoroacetate",,1-METHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM 2 2 2-TRIFLUOROACETATE,0.218,0.218,MCF-7,MTT,464.447
imidazolium.csv,1-methyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium bromide,,1-METHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.246,0.246,HCT-116,MTT,431.337
imidazolium.csv,1-methyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium bromide,,1-METHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.229,0.229,CaCo-2,MTT,431.337
imidazolium.csv,1-methyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium bromide,,1-METHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.237,0.237,T-47D,MTT,431.337
imidazolium.csv,1-methyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium bromide,,1-METHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.241,0.241,MCF-7,MTT,431.337
imidazolium.csv,1-methyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium bromide,,1-METHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.211,0.211,HCT-116,MTT,438.237
imidazolium.csv,1-methyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium hexafluorophosphate(V),,1-METHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),0.26,0.26,CaCo-2,MTT,496.395
imidazolium.csv,1-methyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium hexafluorophosphate(V),,1-METHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),0.293,0.293,T-47D,MTT,496.395
imidazolium.csv,1-methyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium hexafluorophosphate(V),,1-METHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),0.287,0.287,MCF-7,MTT,496.395
imidazolium.csv,1-methyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium hexafluorophosphate(V),,1-METHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),0.21,0.21,HCT-116,MTT,464.447
imidazolium.csv,1-methyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium tetrafluoroborate,,1-METHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,0.199,0.199,CaCo-2,MTT,438.237
imidazolium.csv,1-methyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium tetrafluoroborate,,1-METHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,0.2,0.2,T-47D,MTT,438.237
imidazolium.csv,1-methyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium tetrafluoroborate,,1-METHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,0.205,0.205,MCF-7,MTT,438.237
imidazolium.csv,1-methyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium tetrafluoroborate,,1-METHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,0.246,0.246,HCT-116,MTT,496.395
imidazolium.csv,"1-methyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium 2,2,2-trifluoroacetate",,1-METHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM 2 2 2-TRIFLUOROACETATE,0.19,0.19,HCT-116,MTT,400.382
imidazolium.csv,"1-methyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium 2,2,2-trifluoroacetate",,1-METHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM 2 2 2-TRIFLUOROACETATE,0.181,0.181,CaCo-2,MTT,400.382
imidazolium.csv,"1-methyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium 2,2,2-trifluoroacetate",,1-METHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM 2 2 2-TRIFLUOROACETATE,0.187,0.187,T-47D,MTT,400.382
imidazolium.csv,"1-methyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium 2,2,2-trifluoroacetate",,1-METHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM 2 2 2-TRIFLUOROACETATE,0.188,0.188,MCF-7,MTT,400.382
imidazolium.csv,1-methyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium bromide,,1-METHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.143,0.143,HCT-116,MTT,367.272
imidazolium.csv,1-methyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium bromide,,1-METHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.122,0.122,CaCo-2,MTT,367.272
imidazolium.csv,1-methyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium bromide,,1-METHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.162,0.162,T-47D,MTT,367.272
imidazolium.csv,1-methyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium bromide,,1-METHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.153,0.153,MCF-7,MTT,367.272
imidazolium.csv,1-methyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium hexafluorophosphate(V),,1-METHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),0.183,0.183,HCT-116,MTT,432.33
imidazolium.csv,1-methyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium hexafluorophosphate(V),,1-METHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),0.179,0.179,CaCo-2,MTT,432.33
imidazolium.csv,1-methyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium hexafluorophosphate(V),,1-METHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),0.188,0.188,T-47D,MTT,432.33
imidazolium.csv,1-methyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium hexafluorophosphate(V),,1-METHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),0.177,0.177,MCF-7,MTT,432.33
imidazolium.csv,1-methyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium tetrafluoroborate,,1-METHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,0.132,0.132,HCT-116,MTT,374.172
imidazolium.csv,1-methyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium tetrafluoroborate,,1-METHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,0.112,0.112,CaCo-2,MTT,374.172
imidazolium.csv,1-methyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium tetrafluoroborate,,1-METHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,0.139,0.139,T-47D,MTT,374.172
imidazolium.csv,1-methyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium tetrafluoroborate,,1-METHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,0.125,0.125,MCF-7,MTT,374.172
imidazolium.csv,1-methyl-3-(2-(octyloxy)-2-oxoethyl)-1H-imidazol-3-ium chloride,,1-METHYL-3-(2-(OCTYLOXY)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM CHLORIDE,0.41158,0.41158,Hep-2,Visual counting,288.819
imidazolium.csv,1-methyl-3-(2-(octyloxy)-2-oxoethyl)-1H-imidazol-3-ium chloride,,1-METHYL-3-(2-(OCTYLOXY)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM CHLORIDE,0.26364,0.26364,Hep-2,Visual counting,288.819
imidazolium.csv,1-methyl-3-(2-(octyloxy)-2-oxoethyl)-1H-imidazol-3-ium chloride,,1-METHYL-3-(2-(OCTYLOXY)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM CHLORIDE,0.26364,0.26364,Hep-2,Visual counting,288.819
imidazolium.csv,"1-methyl-3-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)-1H-imidazol-3-ium hexafluorophosphate(V)",313475-50-2,1-METHYL-3-(3 3 4 4 5 5 6 6 7 7 8 8 8-TRIDECAFLUOROOCTYL)-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),>10,10.0,CaCo-2,MTS,574.162
imidazolium.csv,"1-methyl-3-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)-1H-imidazol-3-ium hexafluorophosphate(V)",313475-50-2,1-METHYL-3-(3 3 4 4 5 5 6 6 7 7 8 8 8-TRIDECAFLUOROOCTYL)-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),>10,10.0,HepG2,MTS,574.162
imidazolium.csv,1-methyl-3-(3-oxobutyl)-1H-imidazol-3-ium bromide,952429-67-3,1-METHYL-3-(3-OXOBUTYL)-1H-IMIDAZOL-3-IUM BROMIDE,>3.020,3.02,IPC-81,WST-1,233.109
imidazolium.csv,1-methyl-3-(4-(dodecanoyloxy)butyl)-1H-imidazol-3-ium chloride,,1-METHYL-3-(4-(DODECANOYLOXY)BUTYL)-1H-IMIDAZOL-3-IUM CHLORIDE,0.4,0.4,HEK293T,MTS,372.981
imidazolium.csv,1-methyl-3-(4-(palmitoyloxy)butyl)-1H-imidazol-3-ium chloride,,1-METHYL-3-(4-(PALMITOYLOXY)BUTYL)-1H-IMIDAZOL-3-IUM CHLORIDE,0.16,0.16,HEK293T,MTS,429.089
imidazolium.csv,1-methyl-3-(4-(stearoyloxy)butyl)-1H-imidazol-3-ium chloride,,1-METHYL-3-(4-(STEAROYLOXY)BUTYL)-1H-IMIDAZOL-3-IUM CHLORIDE,0.1,0.1,HEK293T,MTS,457.143
imidazolium.csv,1-methyl-3-(4-(tetradecanoyloxy)butyl)-1H-imidazol-3-ium chloride,,1-METHYL-3-(4-(TETRADECANOYLOXY)BUTYL)-1H-IMIDAZOL-3-IUM CHLORIDE,0.34,0.34,HEK293T,MTS,401.035
imidazolium.csv,1-methyl-3-(4-(tridecanoyloxy)butyl)-1H-imidazol-3-ium chloride,,1-METHYL-3-(4-(TRIDECANOYLOXY)BUTYL)-1H-IMIDAZOL-3-IUM CHLORIDE,0.39,0.39,HEK293T,MTS,387.008
imidazolium.csv,1-methyl-3-(4-(undecanoyloxy)butyl)-1H-imidazol-3-ium chloride,,1-METHYL-3-(4-(UNDECANOYLOXY)BUTYL)-1H-IMIDAZOL-3-IUM CHLORIDE,0.54,0.54,HEK293T,MTS,358.954
imidazolium.csv,1-methyl-3-(4-methylbenzyl)-1H-imidazol-3-ium chloride,637348-60-8,1-METHYL-3-(4-METHYLBENZYL)-1H-IMIDAZOL-3-IUM CHLORIDE,0.437,0.437,IPC-81,WST-1,222.719
imidazolium.csv,1-methyl-3-(4-methylbenzyl)-1H-imidazol-3-ium hexafluorophosphate(V),952429-66-2,1-METHYL-3-(4-METHYLBENZYL)-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),0.457,0.457,IPC-81,WST-1,332.228
imidazolium.csv,1-methyl-3-(4-methylbenzyl)-1H-imidazol-3-ium tetrafluoroborate,847335-66-4,1-METHYL-3-(4-METHYLBENZYL)-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,0.468,0.468,IPC-81,WST-1,274.07
imidazolium.csv,1-methyl-3-(pentyloxy)-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)imide,1422952-74-6,1-METHYL-3-(PENTYLOXY)-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,0.26,0.26,CCO,WST-1,449.395
