source_file,Name,CAS,Clean_Name,CC50_raw,CC50_mM,Cell_line,Method,Mw
imidazolium.csv,3-(2-hydroxyethyl)-1-methyl-1H-imidazol-3-ium tetrafluoroborate,374564-83-7,3-(2-HYDROXYETHYL)-1-METHYL-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,97.1,97.1,A2780,PrestoBlue,213.971
imidazolium.csv,3-(2-methoxyethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)imide,178631-01-1,3-(2-METHOXYETHYL)-1-METHYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,1.64,1.64,NHDF,MTS,421.341
imidazolium.csv,3-(2-methoxyethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)imide,178631-01-1,3-(2-METHOXYETHYL)-1-METHYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,1.8,1.8,IPC-81,WST-1,421.341
imidazolium.csv,3-(2-methoxyethyl)-1-methyl-1H-imidazol-3-ium chloride,474972-46-8,3-(2-METHOXYETHYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,>20,20.0,IPC-81,WST-1,176.647
imidazolium.csv,3-(3-((2-hydroxybenzoyl)oxy)propyl)-1-methyl-1H-imidazol-3-ium chloride,1811535-45-1,3-(3-((2-HYDROXYBENZOYL)OXY)PROPYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,3.19,3.19,3215 LS,MTS,296.754
imidazolium.csv,3-(3-((2-hydroxybenzoyl)oxy)propyl)-1-methyl-1H-imidazol-3-ium chloride,1811535-45-1,3-(3-((2-HYDROXYBENZOYL)OXY)PROPYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,2.55,2.55,CaCo-2,MTS,296.754
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-70-1,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(2-(4-BROMOPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00338,0.00338,HL60,MTS,553.298
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-70-1,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(2-(4-BROMOPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.01189,0.01189,SMMC-7721,MTS,553.298
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-70-1,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(2-(4-BROMOPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.01962,0.01962,A549,MTS,553.298
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-70-1,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(2-(4-BROMOPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00874,0.00874,MCF-7,MTS,553.298
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-70-1,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(2-(4-BROMOPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.01249,0.01249,SW480,MTS,553.298
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-66-5,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00244,0.00244,HL60,MTS,504.428
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-66-5,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.01383,0.01383,SMMC-7721,MTS,504.428
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-66-5,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.02511,0.02511,A549,MTS,504.428
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-66-5,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00878,0.00878,MCF-7,MTS,504.428
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-66-5,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.01961,0.01961,SW480,MTS,504.428
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-68-7,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(2-(NAPHTHALEN-2-YL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00279,0.00279,HL60,MTS,524.462
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-68-7,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(2-(NAPHTHALEN-2-YL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00699,0.00699,SMMC-7721,MTS,524.462
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-68-7,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(2-(NAPHTHALEN-2-YL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.01544,0.01544,A549,MTS,524.462
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-68-7,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(2-(NAPHTHALEN-2-YL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.0046,0.0046,MCF-7,MTS,524.462
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-68-7,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(2-(NAPHTHALEN-2-YL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00953,0.00953,SW480,MTS,524.462
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(2-oxo-2-phenylethyl)-1H-imidazol-3-ium bromide,1870029-64-3,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(2-OXO-2-PHENYLETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00623,0.00623,HL60,MTS,474.402
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(2-oxo-2-phenylethyl)-1H-imidazol-3-ium bromide,1870029-64-3,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(2-OXO-2-PHENYLETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.02462,0.02462,SMMC-7721,MTS,474.402
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(2-oxo-2-phenylethyl)-1H-imidazol-3-ium bromide,1870029-64-3,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(2-OXO-2-PHENYLETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,>0.040,0.04,A549,MTS,474.402
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(2-oxo-2-phenylethyl)-1H-imidazol-3-ium bromide,1870029-64-3,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(2-OXO-2-PHENYLETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.01239,0.01239,MCF-7,MTS,474.402
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(2-oxo-2-phenylethyl)-1H-imidazol-3-ium bromide,1870029-64-3,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(2-OXO-2-PHENYLETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,>0.040,0.04,SW480,MTS,474.402
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(4-bromobenzyl)-1H-imidazol-3-ium bromide,1870029-72-3,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(4-BROMOBENZYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00309,0.00309,HL60,MTS,525.288
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(4-bromobenzyl)-1H-imidazol-3-ium bromide,1870029-72-3,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(4-BROMOBENZYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.01348,0.01348,SMMC-7721,MTS,525.288
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(4-bromobenzyl)-1H-imidazol-3-ium bromide,1870029-72-3,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(4-BROMOBENZYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.02478,0.02478,A549,MTS,525.288
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(4-bromobenzyl)-1H-imidazol-3-ium bromide,1870029-72-3,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(4-BROMOBENZYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00825,0.00825,MCF-7,MTS,525.288
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(4-bromobenzyl)-1H-imidazol-3-ium bromide,1870029-72-3,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(4-BROMOBENZYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.0122,0.0122,SW480,MTS,525.288
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(4-methylbenzyl)-1H-imidazol-3-ium bromide,1870029-74-5,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(4-METHYLBENZYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00215,0.00215,HL60,MTS,460.419
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(4-methylbenzyl)-1H-imidazol-3-ium bromide,1870029-74-5,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(4-METHYLBENZYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.01365,0.01365,SMMC-7721,MTS,460.419
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(4-methylbenzyl)-1H-imidazol-3-ium bromide,1870029-74-5,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(4-METHYLBENZYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.01982,0.01982,A549,MTS,460.419
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(4-methylbenzyl)-1H-imidazol-3-ium bromide,1870029-74-5,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(4-METHYLBENZYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.0069,0.0069,MCF-7,MTS,460.419
imidazolium.csv,3-(3-(9H-carbazol-9-yl)propyl)-1-(4-methylbenzyl)-1H-imidazol-3-ium bromide,1870029-74-5,3-(3-(9H-CARBAZOL-9-YL)PROPYL)-1-(4-METHYLBENZYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.01498,0.01498,SW480,MTS,460.419
imidazolium.csv,3-(3-(dimethylamino)propyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)imide,1376707-92-4,3-(3-(DIMETHYLAMINO)PROPYL)-1-METHYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,1.1,1.1,CCO,WST-1,448.411
imidazolium.csv,3-(3-carboxypropyl)-1-methyl-1H-imidazol-3-ium chloride,805228-35-7,3-(3-CARBOXYPROPYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,>3.020,3.02,IPC-81,WST-1,204.657
imidazolium.csv,3-(3-hydroxypropyl)-1-methyl-1H-imidazol-3-ium 2-hydroxybenzoate,2097306-48-2,3-(3-HYDROXYPROPYL)-1-METHYL-1H-IMIDAZOL-3-IUM 2-HYDROXYBENZOATE,>0.1,0.1,MCF-7,MTT,278.308
imidazolium.csv,3-(3-hydroxypropyl)-1-methyl-1H-imidazol-3-ium 2-hydroxybenzoate,2097306-48-2,3-(3-HYDROXYPROPYL)-1-METHYL-1H-IMIDAZOL-3-IUM 2-HYDROXYBENZOATE,>0.1,0.1,MDA-MB-231,MTT,278.308
imidazolium.csv,3-(3-hydroxypropyl)-1-methyl-1H-imidazol-3-ium 2-hydroxybenzoate,2097306-48-2,3-(3-HYDROXYPROPYL)-1-METHYL-1H-IMIDAZOL-3-IUM 2-HYDROXYBENZOATE,>0.1,0.1,PC3,MTT,278.308
imidazolium.csv,3-(3-hydroxypropyl)-1-methyl-1H-imidazol-3-ium 2-hydroxybenzoate,2097306-48-2,3-(3-HYDROXYPROPYL)-1-METHYL-1H-IMIDAZOL-3-IUM 2-HYDROXYBENZOATE,>0.1,0.1,HeLa,MTT,278.308
imidazolium.csv,3-(3-hydroxypropyl)-1-methyl-1H-imidazol-3-ium 2-hydroxybenzoate,2097306-48-2,3-(3-HYDROXYPROPYL)-1-METHYL-1H-IMIDAZOL-3-IUM 2-HYDROXYBENZOATE,>0.1,0.1,HT29,MTT,278.308
imidazolium.csv,3-(3-hydroxypropyl)-1-methyl-1H-imidazol-3-ium 2-hydroxybenzoate,2097306-48-2,3-(3-HYDROXYPROPYL)-1-METHYL-1H-IMIDAZOL-3-IUM 2-HYDROXYBENZOATE,>0.1,0.1,A549,MTT,278.308
imidazolium.csv,3-(3-hydroxypropyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)imide,827027-30-5,3-(3-HYDROXYPROPYL)-1-METHYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,4.6,4.6,IPC-81,WST-1,421.341
imidazolium.csv,3-(3-hydroxypropyl)-1-methyl-1H-imidazol-3-ium chloride,355011-34-6,3-(3-HYDROXYPROPYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,>20,20.0,IPC-81,WST-1,176.647
imidazolium.csv,3-(3-methoxypropyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)imide,1015254-36-0,3-(3-METHOXYPROPYL)-1-METHYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,2.2,2.2,IPC-81,WST-1,435.368
imidazolium.csv,3-(3-methoxypropyl)-1-methyl-1H-imidazol-3-ium chloride,1012794-06-7,3-(3-METHOXYPROPYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,>20,20.0,IPC-81,WST-1,190.674
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-98-3,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(2-(4-BROMOPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00242,0.00242,HL60,MTS,567.325
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-98-3,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(2-(4-BROMOPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.01022,0.01022,SMMC-7721,MTS,567.325
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-98-3,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(2-(4-BROMOPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.0157,0.0157,A549,MTS,567.325
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-98-3,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(2-(4-BROMOPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00395,0.00395,MCF-7,MTS,567.325
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-98-3,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(2-(4-BROMOPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.01416,0.01416,SW480,MTS,567.325
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-96-1,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00134,0.00134,HL60,MTS,518.455
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-96-1,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00841,0.00841,SMMC-7721,MTS,518.455
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-96-1,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.01107,0.01107,A549,MTS,518.455
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-96-1,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00254,0.00254,MCF-7,MTS,518.455
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870029-96-1,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.01174,0.01174,SW480,MTS,518.455
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(2-bromobenzyl)-1H-imidazol-3-ium bromide,1870030-04-8,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(2-BROMOBENZYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00049,0.00049,HL60,MTS,539.315
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(2-bromobenzyl)-1H-imidazol-3-ium bromide,1870030-04-8,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(2-BROMOBENZYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00304,0.00304,SMMC-7721,MTS,539.315
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(2-bromobenzyl)-1H-imidazol-3-ium bromide,1870030-04-8,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(2-BROMOBENZYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00292,0.00292,A549,MTS,539.315
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(2-bromobenzyl)-1H-imidazol-3-ium bromide,1870030-04-8,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(2-BROMOBENZYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00195,0.00195,MCF-7,MTS,539.315
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(2-bromobenzyl)-1H-imidazol-3-ium bromide,1870030-04-8,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(2-BROMOBENZYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00433,0.00433,SW480,MTS,539.315
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(2-oxo-2-phenylethyl)-1H-imidazol-3-ium bromide,1870030-00-4,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(2-OXO-2-PHENYLETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00298,0.00298,NHDF,MTS,488.429
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(2-oxo-2-phenylethyl)-1H-imidazol-3-ium bromide,1870030-00-4,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(2-OXO-2-PHENYLETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.01169,0.01169,SMMC-7721,MTS,488.429
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(2-oxo-2-phenylethyl)-1H-imidazol-3-ium bromide,1870030-00-4,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(2-OXO-2-PHENYLETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.01904,0.01904,A549,MTS,488.429
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(2-oxo-2-phenylethyl)-1H-imidazol-3-ium bromide,1870030-00-4,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(2-OXO-2-PHENYLETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.01998,0.01998,MCF-7,MTS,488.429
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(2-oxo-2-phenylethyl)-1H-imidazol-3-ium bromide,1870030-00-4,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(2-OXO-2-PHENYLETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.01639,0.01639,SW480,MTS,488.429
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(4-methylbenzyl)-1H-imidazol-3-ium bromide,1870030-02-6,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(4-METHYLBENZYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00084,0.00084,HL60,MTS,474.446
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(4-methylbenzyl)-1H-imidazol-3-ium bromide,1870030-02-6,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(4-METHYLBENZYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00574,0.00574,SMMC-7721,MTS,474.446
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(4-methylbenzyl)-1H-imidazol-3-ium bromide,1870030-02-6,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(4-METHYLBENZYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00392,0.00392,A549,MTS,474.446
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(4-methylbenzyl)-1H-imidazol-3-ium bromide,1870030-02-6,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(4-METHYLBENZYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00224,0.00224,MCF-7,MTS,474.446
imidazolium.csv,3-(4-(9H-carbazol-9-yl)butyl)-1-(4-methylbenzyl)-1H-imidazol-3-ium bromide,1870030-02-6,3-(4-(9H-CARBAZOL-9-YL)BUTYL)-1-(4-METHYLBENZYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00956,0.00956,SW480,MTS,474.446
imidazolium.csv,3-(4-(ethoxycarbonyl)phenyl)-1-hexyl-1H-imidazol-3-ium bromide,1176198-66-5,3-(4-(ETHOXYCARBONYL)PHENYL)-1-HEXYL-1H-IMIDAZOL-3-IUM BROMIDE,0.095,0.095,IPC-81,WST-1,381.314
imidazolium.csv,3-(4-chlorobenzyl)-1-methyl-1H-imidazol-3-ium chloride,1010707-48-8,3-(4-CHLOROBENZYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,4.58,4.58,CaCo-2,MTT,243.137
imidazolium.csv,3-(4-chlorobenzyl)-1-methyl-1H-imidazol-3-ium chloride,1010707-48-8,3-(4-CHLOROBENZYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,1.07,1.07,CaCo-2,MTT,243.137
imidazolium.csv,3-(4-ethoxyphenyl)-1-pentyl-1H-imidazol-3-ium bromide,1421755-21-6,3-(4-ETHOXYPHENYL)-1-PENTYL-1H-IMIDAZOL-3-IUM BROMIDE,0.036,0.036,IPC-81,WST-1,339.277
imidazolium.csv,3-(4-fluorobenzyl)-1-methyl-1H-imidazol-3-ium chloride,1010707-49-9,3-(4-FLUOROBENZYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,20.37,20.37,CaCo-2,MTT,226.682
imidazolium.csv,3-(4-fluorobenzyl)-1-methyl-1H-imidazol-3-ium chloride,1010707-49-9,3-(4-FLUOROBENZYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,2.78,2.78,CaCo-2,MTT,226.682
imidazolium.csv,3-(4-hydroxybutyl)-1-methyl-1H-imidazol-3-ium chloride,864665-30-5,3-(4-HYDROXYBUTYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,195.32,195.32,CaCo-2,MTS,190.674
imidazolium.csv,3-(4-hydroxybutyl)-1-methyl-1H-imidazol-3-ium chloride,864665-30-5,3-(4-HYDROXYBUTYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,>3.020,3.02,IPC-81,WST-1,190.674
imidazolium.csv,3-(4-hydroxybutyl)-1-methyl-1H-imidazol-3-ium cinnamate,,3-(4-HYDROXYBUTYL)-1-METHYL-1H-IMIDAZOL-3-IUM CINNAMATE,9.27,9.27,CaCo-2,MTS,302.374
imidazolium.csv,3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870030-31-1,3-(5-(9H-CARBAZOL-9-YL)PENTYL)-1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00068,0.00068,HL60,MTS,532.482
imidazolium.csv,3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-imidazol-3-ium bromide,1870030-31-1,3-(5-(9H-CARBAZOL-9-YL)PENTYL)-1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00634,0.00634,SMMC-7721,MTS,532.482
