Name,CAS,Clean_Name,Source_File
(R)-1-ethoxy-3-methyl-1-oxobutan-2-aminium 2-(4-isobutylphenyl)propanoate,,(R)-1-ETHOXY-3-METHYL-1-OXOBUTAN-2-AMINIUM 2-(4-ISOBUTYLPHENYL)PROPANOATE,other.csv
(R)-1-ethoxy-4-methyl-1-oxopentan-2-aminium 2-(4-isobutylphenyl)propanoate,,(R)-1-ETHOXY-4-METHYL-1-OXOPENTAN-2-AMINIUM 2-(4-ISOBUTYLPHENYL)PROPANOATE,other.csv
(R)-1-isopropoxy-3-methyl-1-oxobutan-2-aminium 2-(4-isobutylphenyl)propanoate,,(R)-1-ISOPROPOXY-3-METHYL-1-OXOBUTAN-2-AMINIUM 2-(4-ISOBUTYLPHENYL)PROPANOATE,other.csv
(R)-1-methoxy-1-oxo-3-phenylpropan-2-aminium 2-(4-isobutylphenyl)propanoate,,(R)-1-METHOXY-1-OXO-3-PHENYLPROPAN-2-AMINIUM 2-(4-ISOBUTYLPHENYL)PROPANOATE,other.csv
(R)-1-oxo-3-phenyl-1-propoxypropan-2-aminium 2-(4-isobutylphenyl)propanoate,,(R)-1-OXO-3-PHENYL-1-PROPOXYPROPAN-2-AMINIUM 2-(4-ISOBUTYLPHENYL)PROPANOATE,other.csv
(R)-3-methyl-1-oxo-1-propoxybutan-2-aminium 2-(4-isobutylphenyl)propanoate,,(R)-3-METHYL-1-OXO-1-PROPOXYBUTAN-2-AMINIUM 2-(4-ISOBUTYLPHENYL)PROPANOATE,other.csv
(R)-4-methyl-1-oxo-1-propoxypentan-2-aminium 2-(4-isobutylphenyl)propanoate,,(R)-4-METHYL-1-OXO-1-PROPOXYPENTAN-2-AMINIUM 2-(4-ISOBUTYLPHENYL)PROPANOATE,other.csv
(S)-1-butoxy-3-methyl-1-oxobutan-2-aminium 2-hydroxybenzoate,2920737-77-3,(S)-1-BUTOXY-3-METHYL-1-OXOBUTAN-2-AMINIUM 2-HYDROXYBENZOATE,other.csv
(S)-1-ethoxy-1-oxo-3-phenylpropan-2-aminium 2-hydroxybenzoate,,(S)-1-ETHOXY-1-OXO-3-PHENYLPROPAN-2-AMINIUM 2-HYDROXYBENZOATE,other.csv
(S)-1-ethoxy-3-methyl-1-oxobutan-2-aminium 2-hydroxybenzoate,2920737-74-0,(S)-1-ETHOXY-3-METHYL-1-OXOBUTAN-2-AMINIUM 2-HYDROXYBENZOATE,other.csv
(S)-1-ethoxy-4-methyl-1-oxopentan-2-aminium 2-hydroxybenzoate,,(S)-1-ETHOXY-4-METHYL-1-OXOPENTAN-2-AMINIUM 2-HYDROXYBENZOATE,other.csv
(S)-1-isopropoxy-3-methyl-1-oxobutan-2-aminium 2-hydroxybenzoate,2920737-75-1,(S)-1-ISOPROPOXY-3-METHYL-1-OXOBUTAN-2-AMINIUM 2-HYDROXYBENZOATE,other.csv
(S)-1-methoxy-1-oxo-3-phenylpropan-2-aminium 2-hydroxybenzoate,,(S)-1-METHOXY-1-OXO-3-PHENYLPROPAN-2-AMINIUM 2-HYDROXYBENZOATE,other.csv
(S)-1-methoxy-1-oxopropan-2-aminium tetrafluoroborate,863889-71-8,(S)-1-METHOXY-1-OXOPROPAN-2-AMINIUM TETRAFLUOROBORATE,other.csv
(S)-1-methoxy-3-methyl-1-oxobutan-2-aminium tetrafluoroborate,1428647-27-1,(S)-1-METHOXY-3-METHYL-1-OXOBUTAN-2-AMINIUM TETRAFLUOROBORATE,other.csv
(S)-1-oxo-3-phenyl-1-propoxypropan-2-aminium 2-hydroxybenzoate,,(S)-1-OXO-3-PHENYL-1-PROPOXYPROPAN-2-AMINIUM 2-HYDROXYBENZOATE,other.csv
"(S)-2-(ethoxycarbonyl)pyrrolidin-1-ium (S)-4-carboxy-4-(4-(((2,4-diaminopteridin-6-yl)methyl)(methyl)amino)benzamido)butanoate",,(S)-2-(ETHOXYCARBONYL)PYRROLIDIN-1-IUM (S)-4-CARBOXY-4-(4-(((2 4-DIAMINOPTERIDIN-6-YL)METHYL)(METHYL)AMINO)BENZAMIDO)BUTANOATE,other.csv
(S)-2-(ethoxycarbonyl)pyrrolidin-1-ium 2-hydroxybenzoate,2231419-64-8,(S)-2-(ETHOXYCARBONYL)PYRROLIDIN-1-IUM 2-HYDROXYBENZOATE,other.csv
(S)-2-(isobutoxycarbonyl)pyrrolidin-1-ium 2-hydroxybenzoate,,(S)-2-(ISOBUTOXYCARBONYL)PYRROLIDIN-1-IUM 2-HYDROXYBENZOATE,other.csv
(S)-2-(isopropoxycarbonyl)pyrrolidin-1-ium 2-hydroxybenzoate,,(S)-2-(ISOPROPOXYCARBONYL)PYRROLIDIN-1-IUM 2-HYDROXYBENZOATE,other.csv
(S)-2-(methoxycarbonyl)pyrrolidin-1-ium 2-hydroxybenzoate,,(S)-2-(METHOXYCARBONYL)PYRROLIDIN-1-IUM 2-HYDROXYBENZOATE,other.csv
(S)-3-methyl-1-oxo-1-propoxybutan-2-aminium 2-hydroxybenzoate,2920737-76-2,(S)-3-METHYL-1-OXO-1-PROPOXYBUTAN-2-AMINIUM 2-HYDROXYBENZOATE,other.csv
1-(2-(4-nitrophenyl)-2-oxoethyl)pyridazin-1-ium bromide,25357-63-5,1-(2-(4-NITROPHENYL)-2-OXOETHYL)PYRIDAZIN-1-IUM BROMIDE,other.csv
1-(2-ethoxy-2-oxoethyl)pyridazin-1-ium chloride,1878991-62-8,1-(2-ETHOXY-2-OXOETHYL)PYRIDAZIN-1-IUM CHLORIDE,other.csv
1-(6-methoxy-6-oxohexyl)pyridazin-1-ium bromide,1878991-64-0,1-(6-METHOXY-6-OXOHEXYL)PYRIDAZIN-1-IUM BROMIDE,other.csv
"1,4-diethoxy-1,4-dioxobutan-2-aminium (S)-4-carboxy-4-(4-(((2,4-diaminopteridin-6-yl)methyl)(methyl)amino)benzamido)butanoate",,1 4-DIETHOXY-1 4-DIOXOBUTAN-2-AMINIUM (S)-4-CARBOXY-4-(4-(((2 4-DIAMINOPTERIDIN-6-YL)METHYL)(METHYL)AMINO)BENZAMIDO)BUTANOATE,other.csv
"2,3,4,6,7,8-hexahydro-1H-pyrrolo[1,2-a]pyrimidin-5-ium acetate",2413981-39-0,2 3 4 6 7 8-HEXAHYDRO-1H-PYRROLO 1 2-A PYRIMIDIN-5-IUM ACETATE,other.csv
"2,3,4,6,7,8-hexahydro-1H-pyrrolo[1,2-a]pyrimidin-5-ium chloride",83548-28-1,2 3 4 6 7 8-HEXAHYDRO-1H-PYRROLO 1 2-A PYRIMIDIN-5-IUM CHLORIDE,other.csv
"2,3,4,6,7,8-hexahydro-1H-pyrrolo[1,2-a]pyrimidin-5-ium hydrogen (4-amino-1-hydroxy-1-phosphonobutyl)phosphonate",,2 3 4 6 7 8-HEXAHYDRO-1H-PYRROLO 1 2-A PYRIMIDIN-5-IUM HYDROGEN (4-AMINO-1-HYDROXY-1-PHOSPHONOBUTYL)PHOSPHONATE,other.csv
2-methoxy-2-oxoethan-1-aminium tetrafluoroborate,1108210-81-6,2-METHOXY-2-OXOETHAN-1-AMINIUM TETRAFLUOROBORATE,other.csv
"4-((6-chloro-2-methoxyacridin-9-yl)amino)-N,N-diethylpentan-1-aminium (1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-9-hydroxy-5a,5b,8,8,11a-pentamethyl-1-(prop-1-en-2-yl)icosahydro-3aH-cyclopenta[a]chrysene-3a-carboxylate",2280802-35-7,4-((6-CHLORO-2-METHOXYACRIDIN-9-YL)AMINO)-N N-DIETHYLPENTAN-1-AMINIUM (1R 3AS 5AR 5BR 7AR 9S 11AR 11BR 13AR 13BR)-9-HYDROXY-5A 5B 8 8 11A-PENTAMETHYL-1-(PROP-1-EN-2-YL)ICOSAHYDRO-3AH-CYCLOPENTA A CHRYSENE-3A-CARBOXYLATE,other.csv
"4-((6-methoxyquinolin-8-yl)amino)pentan-1-aminium (1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-9-hydroxy-5a,5b,8,8,11a-pentamethyl-1-(prop-1-en-2-yl)icosahydro-3aH-cyclopenta[a]chrysene-3a-carboxylate",2280802-32-4,4-((6-METHOXYQUINOLIN-8-YL)AMINO)PENTAN-1-AMINIUM (1R 3AS 5AR 5BR 7AR 9S 11AR 11BR 13AR 13BR)-9-HYDROXY-5A 5B 8 8 11A-PENTAMETHYL-1-(PROP-1-EN-2-YL)ICOSAHYDRO-3AH-CYCLOPENTA A CHRYSENE-3A-CARBOXYLATE,other.csv
"4-((7-chloroquinolin-4-yl)amino)-N,N-diethylpentan-1-aminium (1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-9-hydroxy-5a,5b,8,8,11a-pentamethyl-1-(prop-1-en-2-yl)icosahydro-3aH-cyclopenta[a]chrysene-3a-carboxylate",2280802-33-5,4-((7-CHLOROQUINOLIN-4-YL)AMINO)-N N-DIETHYLPENTAN-1-AMINIUM (1R 3AS 5AR 5BR 7AR 9S 11AR 11BR 13AR 13BR)-9-HYDROXY-5A 5B 8 8 11A-PENTAMETHYL-1-(PROP-1-EN-2-YL)ICOSAHYDRO-3AH-CYCLOPENTA A CHRYSENE-3A-CARBOXYLATE,other.csv
5a chloride,,5A CHLORIDE,other.csv
5b tetrafluoroborate,,5B TETRAFLUOROBORATE,other.csv
6a chloride,,6A CHLORIDE,other.csv
6b tetrafluoroborate,,6B TETRAFLUOROBORATE,other.csv
"9-(2-(dodecanoyloxy)ethyl)-1,3,7-trimethyl-2,6-dioxo-2,3,6,7-tetrahydro-1H-purin-9-ium bromide",,9-(2-(DODECANOYLOXY)ETHYL)-1 3 7-TRIMETHYL-2 6-DIOXO-2 3 6 7-TETRAHYDRO-1H-PURIN-9-IUM BROMIDE,other.csv
"9-(2-(hexadecanoyloxy)ethyl)-1,3,7-trimethyl-2,6-dioxo-2,3,6,7-tetrahydro-1H-purin-9-ium bromide",,9-(2-(HEXADECANOYLOXY)ETHYL)-1 3 7-TRIMETHYL-2 6-DIOXO-2 3 6 7-TETRAHYDRO-1H-PURIN-9-IUM BROMIDE,other.csv
"9-(2-(tetradecanoyloxy)ethyl)-1,3,7-trimethyl-2,6-dioxo-2,3,6,7-tetrahydro-1H-purin-9-ium bromide",,9-(2-(TETRADECANOYLOXY)ETHYL)-1 3 7-TRIMETHYL-2 6-DIOXO-2 3 6 7-TETRAHYDRO-1H-PURIN-9-IUM BROMIDE,other.csv
diethyl(methyl)sulfonium bis((trifluoromethyl)sulfonyl)imide,792188-85-3,DIETHYL(METHYL)SULFONIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,other.csv
"dioctyl((4,5,7-trimethoxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)sulfonium tetrafluoroborate",1809097-89-9,DIOCTYL((4 5 7-TRIMETHOXY-9 10-DIOXO-9 10-DIHYDROANTHRACEN-2-YL)METHYL)SULFONIUM TETRAFLUOROBORATE,other.csv
Metformin 2-(4-isobutylphenyl)propanoate,,METFORMIN 2-(4-ISOBUTYLPHENYL)PROPANOATE,other.csv
Metformin chloride,1115-70-4,METFORMIN CHLORIDE,other.csv
Metformin dihexylsulfosuccinate,2588306-72-1,METFORMIN DIHEXYLSULFOSUCCINATE,other.csv
Metformin docusate,1644550-89-9,METFORMIN DOCUSATE,other.csv
Metformin sulfacetamide,2588306-78-7,METFORMIN SULFACETAMIDE,other.csv
"Potassium N,N,N-tributylammonio-undecahydro-closo-dodecaborate",1033467-02-5,POTASSIUM N N N-TRIBUTYLAMMONIO-UNDECAHYDRO-CLOSO-DODECABORATE,other.csv
"Potassium N,N,N-triethylammonio-undecahydro-closo-dodecaborate",1033466-92-0,POTASSIUM N N N-TRIETHYLAMMONIO-UNDECAHYDRO-CLOSO-DODECABORATE,other.csv
"Potassium N,N,N-trihexylammonio-undecahydro-closo-dodecaborate",1033467-12-7,POTASSIUM N N N-TRIHEXYLAMMONIO-UNDECAHYDRO-CLOSO-DODECABORATE,other.csv
"Potassium N,N,N-triisopentylammonio-undecahydro-closo-dodecaborate",,POTASSIUM N N N-TRIISOPENTYLAMMONIO-UNDECAHYDRO-CLOSO-DODECABORATE,other.csv
"Potassium N,N,N-trimethylammonio-undecahydro-closo-dodecaborate",1033466-88-4,POTASSIUM N N N-TRIMETHYLAMMONIO-UNDECAHYDRO-CLOSO-DODECABORATE,other.csv
"Potassium N,N,N-tripropylammonio-undecahydro-closo-dodecaborate",1033466-97-5,POTASSIUM N N N-TRIPROPYLAMMONIO-UNDECAHYDRO-CLOSO-DODECABORATE,other.csv
"Potassium N,N-diethyl-N-benzylammonio-undecahydro-closo-dodecaborate",1197209-98-5,POTASSIUM N N-DIETHYL-N-BENZYLAMMONIO-UNDECAHYDRO-CLOSO-DODECABORATE,other.csv
"((5-acetoxy-4,6-dimethylpyridin-3-yl)methyl)tributylphosphonium chloride",2043362-13-4,((5-ACETOXY-4 6-DIMETHYLPYRIDIN-3-YL)METHYL)TRIBUTYLPHOSPHONIUM CHLORIDE,phosphonium.csv
"((5-acetoxy-4,6-dimethylpyridin-3-yl)methyl)triphenylphosphonium chloride",2043362-09-8,((5-ACETOXY-4 6-DIMETHYLPYRIDIN-3-YL)METHYL)TRIPHENYLPHOSPHONIUM CHLORIDE,phosphonium.csv
"((5-acetoxy-4,6-dimethylpyridin-3-yl)methyl)tri-p-tolylphosphonium chloride",2043362-11-2,((5-ACETOXY-4 6-DIMETHYLPYRIDIN-3-YL)METHYL)TRI-P-TOLYLPHOSPHONIUM CHLORIDE,phosphonium.csv
"(10-((4,5-dihydroxy-7-methyl-9,10-dioxo-9,10-dihydroanthracen-2-yl)oxy)decyl)triphenylphosphonium bromide",1809098-13-2,(10-((4 5-DIHYDROXY-7-METHYL-9 10-DIOXO-9 10-DIHYDROANTHRACEN-2-YL)OXY)DECYL)TRIPHENYLPHOSPHONIUM BROMIDE,phosphonium.csv
(11-methoxy-11-oxoundecyl)triphenylphosphonium bromide,68532-63-8,(11-METHOXY-11-OXOUNDECYL)TRIPHENYLPHOSPHONIUM BROMIDE,phosphonium.csv
(1-ethoxy-1-oxopropan-2-yl)triphenylphosphonium chloride,18480-27-8,(1-ETHOXY-1-OXOPROPAN-2-YL)TRIPHENYLPHOSPHONIUM CHLORIDE,phosphonium.csv
(2-(dimethylcarbamoyl)allyl)triphenylphosphonium bromide,2664079-68-7,(2-(DIMETHYLCARBAMOYL)ALLYL)TRIPHENYLPHOSPHONIUM BROMIDE,phosphonium.csv
(2-(methoxycarbonyl)allyl)triphenylphosphonium bromide,72707-68-7,(2-(METHOXYCARBONYL)ALLYL)TRIPHENYLPHOSPHONIUM BROMIDE,phosphonium.csv
(2-(methoxycarbonyl)allyl)tri-p-tolylphosphonium bromide,2664079-59-6,(2-(METHOXYCARBONYL)ALLYL)TRI-P-TOLYLPHOSPHONIUM BROMIDE,phosphonium.csv
(2-(methoxycarbonyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,2664079-63-2,(2-(METHOXYCARBONYL)ALLYL)TRIS(4-METHOXYPHENYL)PHOSPHONIUM BROMIDE,phosphonium.csv
(2-(tert-butoxycarbonyl)allyl)triphenylphosphonium bromide,2664079-67-6,(2-(TERT-BUTOXYCARBONYL)ALLYL)TRIPHENYLPHOSPHONIUM BROMIDE,phosphonium.csv
(2-(tert-butoxycarbonyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,2664079-65-4,(2-(TERT-BUTOXYCARBONYL)ALLYL)TRIS(4-METHOXYPHENYL)PHOSPHONIUM BROMIDE,phosphonium.csv
(2-oxo-2-(phenylamino)ethyl)triphenylphosphonium chloride,101838-56-6,(2-OXO-2-(PHENYLAMINO)ETHYL)TRIPHENYLPHOSPHONIUM CHLORIDE,phosphonium.csv
"(3-((4,5-dihydroxy-7-methyl-9,10-dioxo-9,10-dihydroanthracen-2-yl)oxy)propyl)triphenylphosphonium bromide",1620981-89-6,(3-((4 5-DIHYDROXY-7-METHYL-9 10-DIOXO-9 10-DIHYDROANTHRACEN-2-YL)OXY)PROPYL)TRIPHENYLPHOSPHONIUM BROMIDE,phosphonium.csv
(3-(acetylthio)propyl)triphenylphosphonium bromide,1089731-93-0,(3-(ACETYLTHIO)PROPYL)TRIPHENYLPHOSPHONIUM BROMIDE,phosphonium.csv
"(3-(acetylthio)propyl)tris(2,4,6-trimethoxyphenyl)phosphonium bromide",2411843-67-7,(3-(ACETYLTHIO)PROPYL)TRIS(2 4 6-TRIMETHOXYPHENYL)PHOSPHONIUM BROMIDE,phosphonium.csv
"(3-(acetylthio)propyl)tris(2,6-dimethoxyphenyl)phosphonium bromide",2411843-70-2,(3-(ACETYLTHIO)PROPYL)TRIS(2 6-DIMETHOXYPHENYL)PHOSPHONIUM BROMIDE,phosphonium.csv
(3-(acetylthio)propyl)tris(4-fluorophenyl)phosphonium bromide,2042200-30-4,(3-(ACETYLTHIO)PROPYL)TRIS(4-FLUOROPHENYL)PHOSPHONIUM BROMIDE,phosphonium.csv
(3-(acetylthio)propyl)tris(4-methoxyphenyl)phosphonium bromide,2411843-73-5,(3-(ACETYLTHIO)PROPYL)TRIS(4-METHOXYPHENYL)PHOSPHONIUM BROMIDE,phosphonium.csv
(3-chloropropyl)tris(4-(dimethylamino)phenyl)phosphonium chloride,175552-04-2,(3-CHLOROPROPYL)TRIS(4-(DIMETHYLAMINO)PHENYL)PHOSPHONIUM CHLORIDE,phosphonium.csv
(3-oxo-3-(phenylamino)propyl)triphenylphosphonium chloride,1030608-27-5,(3-OXO-3-(PHENYLAMINO)PROPYL)TRIPHENYLPHOSPHONIUM CHLORIDE,phosphonium.csv
"(4-((4,5-dihydroxy-7-methyl-9,10-dioxo-9,10-dihydroanthracen-2-yl)oxy)butyl)triphenylphosphonium bromide",1620981-90-9,(4-((4 5-DIHYDROXY-7-METHYL-9 10-DIOXO-9 10-DIHYDROANTHRACEN-2-YL)OXY)BUTYL)TRIPHENYLPHOSPHONIUM BROMIDE,phosphonium.csv
(4-(7-methoxy-2-oxo-2H-chromen-3-yl)phenyl)(methyl)di-p-tolylphosphonium iodide,1788033-86-2,(4-(7-METHOXY-2-OXO-2H-CHROMEN-3-YL)PHENYL)(METHYL)DI-P-TOLYLPHOSPHONIUM IODIDE,phosphonium.csv
(4-ethoxy-4-oxobutyl)triphenylphosphonium chloride,1115180-55-6,(4-ETHOXY-4-OXOBUTYL)TRIPHENYLPHOSPHONIUM CHLORIDE,phosphonium.csv
(4-ethoxybenzyl)triphenylphosphonium octaisothiocyanatodysprosate(III),1358526-27-8,(4-ETHOXYBENZYL)TRIPHENYLPHOSPHONIUM OCTAISOTHIOCYANATODYSPROSATE(III),phosphonium.csv
(4-formylbenzyl)triphenylphosphonium chloride,126618-47-1,(4-FORMYLBENZYL)TRIPHENYLPHOSPHONIUM CHLORIDE,phosphonium.csv
(4-nitrobenzyl)triphenylphosphonium octaisothiocyanatodysprosate(III),1358526-25-6,(4-NITROBENZYL)TRIPHENYLPHOSPHONIUM OCTAISOTHIOCYANATODYSPROSATE(III),phosphonium.csv
"(5-((4,5-dihydroxy-7-methyl-9,10-dioxo-9,10-dihydroanthracen-2-yl)oxy)pentyl)trioctylphosphonium bromide",1620981-93-2,(5-((4 5-DIHYDROXY-7-METHYL-9 10-DIOXO-9 10-DIHYDROANTHRACEN-2-YL)OXY)PENTYL)TRIOCTYLPHOSPHONIUM BROMIDE,phosphonium.csv
"(5-((4,5-dihydroxy-7-methyl-9,10-dioxo-9,10-dihydroanthracen-2-yl)oxy)pentyl)triphenylphosphonium bromide",1620981-91-0,(5-((4 5-DIHYDROXY-7-METHYL-9 10-DIOXO-9 10-DIHYDROANTHRACEN-2-YL)OXY)PENTYL)TRIPHENYLPHOSPHONIUM BROMIDE,phosphonium.csv
(5-hydrazinyl-5-oxopentyl)tri-m-tolylphosphonium chloride,126618-49-3,(5-HYDRAZINYL-5-OXOPENTYL)TRI-M-TOLYLPHOSPHONIUM CHLORIDE,phosphonium.csv
(5-methoxy-5-oxopentyl)triphenylphosphonium chloride,67630-30-2,(5-METHOXY-5-OXOPENTYL)TRIPHENYLPHOSPHONIUM CHLORIDE,phosphonium.csv
(Z)-(2-(methoxycarbonyl)-3-(4-methoxyphenyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,2664079-78-9,(Z)-(2-(METHOXYCARBONYL)-3-(4-METHOXYPHENYL)ALLYL)TRIS(4-METHOXYPHENYL)PHOSPHONIUM BROMIDE,phosphonium.csv
(Z)-(2-(methoxycarbonyl)-3-(4-nitrophenyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,2664079-76-7,(Z)-(2-(METHOXYCARBONYL)-3-(4-NITROPHENYL)ALLYL)TRIS(4-METHOXYPHENYL)PHOSPHONIUM BROMIDE,phosphonium.csv
(Z)-(2-(methoxycarbonyl)-3-(p-tolyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,2664079-72-3,(Z)-(2-(METHOXYCARBONYL)-3-(P-TOLYL)ALLYL)TRIS(4-METHOXYPHENYL)PHOSPHONIUM BROMIDE,phosphonium.csv
(Z)-(2-(methoxycarbonyl)-3-phenylallyl)tris(4-methoxyphenyl)phosphonium bromide,2664079-70-1,(Z)-(2-(METHOXYCARBONYL)-3-PHENYLALLYL)TRIS(4-METHOXYPHENYL)PHOSPHONIUM BROMIDE,phosphonium.csv
(Z)-(3-(4-bromophenyl)-2-(methoxycarbonyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,2664079-84-7,(Z)-(3-(4-BROMOPHENYL)-2-(METHOXYCARBONYL)ALLYL)TRIS(4-METHOXYPHENYL)PHOSPHONIUM BROMIDE,phosphonium.csv
(Z)-(3-(4-bromophenyl)-2-(tert-butoxycarbonyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,2664079-86-9,(Z)-(3-(4-BROMOPHENYL)-2-(TERT-BUTOXYCARBONYL)ALLYL)TRIS(4-METHOXYPHENYL)PHOSPHONIUM BROMIDE,phosphonium.csv
(Z)-(3-(4-chlorophenyl)-2-(methoxycarbonyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,2664079-82-5,(Z)-(3-(4-CHLOROPHENYL)-2-(METHOXYCARBONYL)ALLYL)TRIS(4-METHOXYPHENYL)PHOSPHONIUM BROMIDE,phosphonium.csv
(Z)-(3-(4-cyanophenyl)-2-(methoxycarbonyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,2664079-74-5,(Z)-(3-(4-CYANOPHENYL)-2-(METHOXYCARBONYL)ALLYL)TRIS(4-METHOXYPHENYL)PHOSPHONIUM BROMIDE,phosphonium.csv
(Z)-(3-(4-fluorophenyl)-2-(methoxycarbonyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,2664079-80-3,(Z)-(3-(4-FLUOROPHENYL)-2-(METHOXYCARBONYL)ALLYL)TRIS(4-METHOXYPHENYL)PHOSPHONIUM BROMIDE,phosphonium.csv
"3,3'-(methylphosphoryl)dibenzenaminium chloride",2231087-98-0,3 3 -(METHYLPHOSPHORYL)DIBENZENAMINIUM CHLORIDE,phosphonium.csv
"3,3'-(phenylphosphoryl)dibenzenaminium chloride",2489390-43-2,3 3 -(PHENYLPHOSPHORYL)DIBENZENAMINIUM CHLORIDE,phosphonium.csv
benzyltriphenylphosphonium octaisothiocyanatodysprosate(III),1358526-28-9,BENZYLTRIPHENYLPHOSPHONIUM OCTAISOTHIOCYANATODYSPROSATE(III),phosphonium.csv
butyltriphenylphosphonium chloride,13371-17-0,BUTYLTRIPHENYLPHOSPHONIUM CHLORIDE,phosphonium.csv
trihexyl(tetradecyl)phosphonium 2-(4-isobutylphenyl)propanoate,2413714-07-3,TRIHEXYL(TETRADECYL)PHOSPHONIUM 2-(4-ISOBUTYLPHENYL)PROPANOATE,phosphonium.csv
hexadecyltriphenylphosphonium bromide,14866-43-4,HEXADECYLTRIPHENYLPHOSPHONIUM BROMIDE,phosphonium.csv
methyltriphenylphosphonium chloride,1031-15-8,METHYLTRIPHENYLPHOSPHONIUM CHLORIDE,phosphonium.csv
methyltriphenylphosphonium iodide,2065-66-9,METHYLTRIPHENYLPHOSPHONIUM IODIDE,phosphonium.csv
pentyltriphenylphosphonium iodide,35171-55-2,PENTYLTRIPHENYLPHOSPHONIUM IODIDE,phosphonium.csv
"tetrabutylphosphonium (2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",2250031-98-0,TETRABUTYLPHOSPHONIUM (2R 3S 4R 5R)-2 3 4 5 6-PENTAHYDROXYHEXANOATE,phosphonium.csv
"tetrabutylphosphonium (4-(((2,4-diaminopteridin-6-yl)methyl)(methyl)amino)benzoyl)-L-glutamate",,TETRABUTYLPHOSPHONIUM (4-(((2 4-DIAMINOPTERIDIN-6-YL)METHYL)(METHYL)AMINO)BENZOYL)-L-GLUTAMATE,phosphonium.csv
tetrabutylphosphonium 2-(4-isobutylphenyl)propanoate,1234188-37-4,TETRABUTYLPHOSPHONIUM 2-(4-ISOBUTYLPHENYL)PROPANOATE,phosphonium.csv
tetrabutylphosphonium bromide,3115-68-2,TETRABUTYLPHOSPHONIUM BROMIDE,phosphonium.csv
tetrabutylphosphonium chloride,2304-30-5,TETRABUTYLPHOSPHONIUM CHLORIDE,phosphonium.csv
tetrabutylphosphonium glycinate,883733-93-5,TETRABUTYLPHOSPHONIUM GLYCINATE,phosphonium.csv
tetrabutylphosphonium hydroxide,14518-69-5,TETRABUTYLPHOSPHONIUM HYDROXIDE,phosphonium.csv
tetrabutylphosphonium leucinate,899795-67-6,TETRABUTYLPHOSPHONIUM LEUCINATE,phosphonium.csv
tetrabutylphosphonium prolinate,899795-76-7,TETRABUTYLPHOSPHONIUM PROLINATE,phosphonium.csv
tetrabutylphosphonium trifluorotris(perfluoroethyl)phosphate(V),482635-81-4,TETRABUTYLPHOSPHONIUM TRIFLUOROTRIS(PERFLUOROETHYL)PHOSPHATE(V),phosphonium.csv
tetrabutylphosphonium valinate,919481-07-5,TETRABUTYLPHOSPHONIUM VALINATE,phosphonium.csv
tetraphenylphosphonium bromide,2751-90-8,TETRAPHENYLPHOSPHONIUM BROMIDE,phosphonium.csv
tetraphenylphosphonium chloride,2001-45-8,TETRAPHENYLPHOSPHONIUM CHLORIDE,phosphonium.csv
tetraphenylphosphonium octaisothiocyanatodysprosate(III),1358526-30-3,TETRAPHENYLPHOSPHONIUM OCTAISOTHIOCYANATODYSPROSATE(III),phosphonium.csv
tributyl(hexadecyl)phosphonium bromide,14937-45-2,TRIBUTYL(HEXADECYL)PHOSPHONIUM BROMIDE,phosphonium.csv
tributyl(methyl)phosphonium acetate,1393375-38-6,TRIBUTYL(METHYL)PHOSPHONIUM ACETATE,phosphonium.csv
tributyl(methyl)phosphonium bis((trifluoromethyl)sulfonyl)imide,324575-10-2,TRIBUTYL(METHYL)PHOSPHONIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,phosphonium.csv
tributyl(methyl)phosphonium dimethyl phosphate,20445-88-9,TRIBUTYL(METHYL)PHOSPHONIUM DIMETHYL PHOSPHATE,phosphonium.csv
tributyl(tetradecyl)phosphonium acetate,1393375-37-5,TRIBUTYL(TETRADECYL)PHOSPHONIUM ACETATE,phosphonium.csv
tributyl(tetradecyl)phosphonium bis((trifluoromethyl)sulfonyl)imide,855788-71-5,TRIBUTYL(TETRADECYL)PHOSPHONIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,phosphonium.csv
tributyl(tetradecyl)phosphonium chloride,81741-28-8,TRIBUTYL(TETRADECYL)PHOSPHONIUM CHLORIDE,phosphonium.csv
