Name,CAS,Clean_Name,Source_File
"(E)-3-(12-(4-((4-(decyloxy)phenyl)diazenyl)-2,3,5,6-tetrafluorophenoxy)dodecyl)-1-hexadecyl-1H-imidazol-3-ium bromide",,(E)-3-(12-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)DODECYL)-1-HEXADECYL-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
"(E)-3-(3-(4-((4-(decyloxy)phenyl)diazenyl)-2,3,5,6-tetrafluorophenoxy)propyl)-1-hexadecyl-1H-imidazol-3-ium bromide",,(E)-3-(3-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)PROPYL)-1-HEXADECYL-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
"(E)-3-(4-(4-((4-(decyloxy)phenyl)diazenyl)-2,3,5,6-tetrafluorophenoxy)butyl)-1-hexadecyl-1H-imidazol-3-ium bromide",,(E)-3-(4-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)BUTYL)-1-HEXADECYL-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
(E)-3-(4-hydroxy-3-(((5-oxo-2-thioxoimidazolidin-1-yl)imino)methyl)benzyl)-1-methyl-1H-imidazol-3-ium chloride,,(E)-3-(4-HYDROXY-3-(((5-OXO-2-THIOXOIMIDAZOLIDIN-1-YL)IMINO)METHYL)BENZYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
(E)-3-(4-hydroxy-3-(((5-oxo-2-thioxoimidazolidin-1-yl)imino)methyl)benzyl)-1-methyl-1H-imidazol-3-ium tetrafluoroborate,,(E)-3-(4-HYDROXY-3-(((5-OXO-2-THIOXOIMIDAZOLIDIN-1-YL)IMINO)METHYL)BENZYL)-1-METHYL-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,imidazolium.csv
(E)-3-(4-hydroxy-3-methoxy-5-((thiazol-2-ylimino)methyl)benzyl)-2-methyl-1H-imidazol-3-ium chloride,2804018-43-5,(E)-3-(4-HYDROXY-3-METHOXY-5-((THIAZOL-2-YLIMINO)METHYL)BENZYL)-2-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
"(E)-3-(5-(4-((4-(decyloxy)phenyl)diazenyl)-2,3,5,6-tetrafluorophenoxy)pentyl)-1-hexadecyl-1H-imidazol-3-ium bromide",,(E)-3-(5-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)PENTYL)-1-HEXADECYL-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
"(E)-3-(6-(4-((4-(decyloxy)phenyl)diazenyl)-2,3,5,6-tetrafluorophenoxy)hexyl)-1-dodecyl-1H-imidazol-3-ium bromide",2906053-38-9,(E)-3-(6-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)HEXYL)-1-DODECYL-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
"(E)-3-(6-(4-((4-(decyloxy)phenyl)diazenyl)-2,3,5,6-tetrafluorophenoxy)hexyl)-1-hexadecyl-1H-imidazol-3-ium bromide",2906053-42-5,(E)-3-(6-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)HEXYL)-1-HEXADECYL-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
"(E)-3-(6-(4-((4-(decyloxy)phenyl)diazenyl)-2,3,5,6-tetrafluorophenoxy)hexyl)-1-tetradecyl-1H-imidazol-3-ium bromide",2906053-40-3,(E)-3-(6-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)HEXYL)-1-TETRADECYL-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
(E)-3-(6-(4-((4-(decyloxy)phenyl)diazenyl)-2.3.5.6-tetrafluorophenoxy)hexyl)-1-octadecyl-1H-imidazol-3-ium bromide,2906053-44-7,(E)-3-(6-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)HEXYL)-1-OCTADECYL-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
"(E)-3-(7-(4-((4-(decyloxy)phenyl)diazenyl)-2,3,5,6-tetrafluorophenoxy)heptyl)-1-hexadecyl-1H-imidazol-3-ium bromide",,(E)-3-(7-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)HEPTYL)-1-HEXADECYL-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
"(E)-3-(8-(4-((4-(decyloxy)phenyl)diazenyl)-2,3,5,6-tetrafluorophenoxy)octyl)-1-hexadecyl-1H-imidazol-3-ium bromide",,(E)-3-(8-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)OCTYL)-1-HEXADECYL-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
"(E)-3-(9-(4-((4-(decyloxy)phenyl)diazenyl)-2,3,5,6-tetrafluorophenoxy)nonyl)-1-hexadecyl-1H-imidazol-3-ium bromide",,(E)-3-(9-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)NONYL)-1-HEXADECYL-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
1-((2-hydroxyethoxy)methyl)-3-methyl-1H-imidazol-3-ium 2-hydroxybenzoate,2222826-38-0,1-((2-HYDROXYETHOXY)METHYL)-3-METHYL-1H-IMIDAZOL-3-IUM 2-HYDROXYBENZOATE,imidazolium.csv
1-(2-(cinnamyloxy)ethyl)-3-methyl-1H-imidazol-3-ium chloride,,1-(2-(CINNAMYLOXY)ETHYL)-3-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
1-(4-(cinnamyloxy)butyl)-3-methyl-1H-imidazol-3-ium chloride,,1-(4-(CINNAMYLOXY)BUTYL)-3-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
1-(4-(cinnamyloxy)butyl)-3-methyl-1H-imidazol-3-ium cinnamate,,1-(4-(CINNAMYLOXY)BUTYL)-3-METHYL-1H-IMIDAZOL-3-IUM CINNAMATE,imidazolium.csv
1-(4-acetoxybutyl)-3-methyl-1H-imidazol-3-ium chloride,,1-(4-ACETOXYBUTYL)-3-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
"1-(4-hydroxy-3,5-dimethoxybenzoyl)-3-octyl-1H-imidazol-3-ium bromide",,1-(4-HYDROXY-3 5-DIMETHOXYBENZOYL)-3-OCTYL-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
"1,2-dimethyl-1H-imidazol-3-ium chloride",34531-53-8,1 2-DIMETHYL-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
"1,2-dimethyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium 2,2,2-trifluoroacetate",,1 2-DIMETHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM 2 2 2-TRIFLUOROACETATE,imidazolium.csv
"1,2-dimethyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium bromide",,1 2-DIMETHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
"1,2-dimethyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium hexafluorophosphate(V)",,1 2-DIMETHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),imidazolium.csv
"1,2-dimethyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium tetrafluoroborate",,1 2-DIMETHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,imidazolium.csv
"1,2-dimethyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium 2,2,2-trifluoroacetate",,1 2-DIMETHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM 2 2 2-TRIFLUOROACETATE,imidazolium.csv
"1,2-dimethyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium bromide",,1 2-DIMETHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
"1,2-dimethyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium hexafluorophosphate(V)",,1 2-DIMETHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),imidazolium.csv
"1,2-dimethyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium tetrafluoroborate",,1 2-DIMETHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,imidazolium.csv
"1,2-dimethyl-3-pentyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)imide",1234261-34-7,1 2-DIMETHYL-3-PENTYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,imidazolium.csv
"1,3-dibenzyl-1H-imidazol-3-ium 3-oxo-3H-benzo[d]isothiazol-2-ide 1,1-dioxide",958869-86-8,1 3-DIBENZYL-1H-IMIDAZOL-3-IUM 3-OXO-3H-BENZO D ISOTHIAZOL-2-IDE 1 1-DIOXIDE,imidazolium.csv
"1,3-dibenzyl-1H-imidazol-3-ium dicyanamide",958869-85-7,1 3-DIBENZYL-1H-IMIDAZOL-3-IUM DICYANAMIDE,imidazolium.csv
"1,3-diethyl-1H-imidazol-3-ium bromide",54304-66-4,1 3-DIETHYL-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
"1,3-diethyl-1H-imidazol-3-ium ethyl sulfate",516474-04-7,1 3-DIETHYL-1H-IMIDAZOL-3-IUM ETHYL SULFATE,imidazolium.csv
"1,3-dimethyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)imide",174899-81-1,1 3-DIMETHYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,imidazolium.csv
"1,3-dimethyl-1H-imidazol-3-ium chloride",79917-88-7,1 3-DIMETHYL-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
"1,3-dimethyl-1H-imidazol-3-ium methyl sulfate",97345-90-9,1 3-DIMETHYL-1H-IMIDAZOL-3-IUM METHYL SULFATE,imidazolium.csv
1-benzoyl-3-decyl-1H-imidazol-3-ium bromide,,1-BENZOYL-3-DECYL-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
1-benzyl-3-octadecyl-1H-imidazol-3-ium bromide,,1-BENZYL-3-OCTADECYL-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
1-butyl-1H-imidazol-1-ium chloride,71614-56-7,1-BUTYL-1H-IMIDAZOL-1-IUM CHLORIDE,imidazolium.csv
1-butyl-3-(2-ethylphenyl)-1H-imidazol-3-ium bromide,1176200-06-8,1-BUTYL-3-(2-ETHYLPHENYL)-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
1-butyl-3-(2-ethylphenyl)-1H-imidazol-3-ium iodide,1176200-04-6,1-BUTYL-3-(2-ETHYLPHENYL)-1H-IMIDAZOL-3-IUM IODIDE,imidazolium.csv
1-butyl-3-(4-(ethoxycarbonyl)phenyl)-1H-imidazol-3-ium bromide,1426080-65-0,1-BUTYL-3-(4-(ETHOXYCARBONYL)PHENYL)-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
1-butyl-3-(4-ethoxyphenyl)-1H-imidazol-3-ium bromide,1176200-16-0,1-BUTYL-3-(4-ETHOXYPHENYL)-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
1-butyl-3-(p-tolyl)-1H-imidazol-3-ium bromide,1426080-64-9,1-BUTYL-3-(P-TOLYL)-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
1-butyl-3-vinyl-1H-imidazol-3-ium bromide,1033461-45-8,1-BUTYL-3-VINYL-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
1-butyl-3-vinyl-1H-imidazol-3-ium chloride,657394-65-5,1-BUTYL-3-VINYL-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
1-decyl-1H-imidazol-1-ium chloride,2538955-82-5,1-DECYL-1H-IMIDAZOL-1-IUM CHLORIDE,imidazolium.csv
1-dodecyl-3-vinyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)imide,866947-54-8,1-DODECYL-3-VINYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,imidazolium.csv
1-ethyl-3-hexyl-1H-imidazol-3-ium bromide,547719-00-6,1-ETHYL-3-HEXYL-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
1-ethyl-3-hexyl-1H-imidazol-3-ium tetrafluoroborate,393550-29-3,1-ETHYL-3-HEXYL-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,imidazolium.csv
1-ethyl-3-propyl-1H-imidazol-3-ium bromide,637348-59-5,1-ETHYL-3-PROPYL-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
1H-imidazol-3-ium 2-hydroxybenzoate,36364-49-5,1H-IMIDAZOL-3-IUM 2-HYDROXYBENZOATE,imidazolium.csv
1-methyl-1H-imidazol-1-ium bis((trifluoromethyl)sulfonyl)imide,353239-08-4,1-METHYL-1H-IMIDAZOL-1-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,imidazolium.csv
1-methyl-1H-imidazol-1-ium bromide,101023-58-9,1-METHYL-1H-IMIDAZOL-1-IUM BROMIDE,imidazolium.csv
1-methyl-1H-imidazol-1-ium chloride,35487-17-3,1-METHYL-1H-IMIDAZOL-1-IUM CHLORIDE,imidazolium.csv
1-methyl-1H-imidazol-1-ium hydrogen sulfate,681281-87-8,1-METHYL-1H-IMIDAZOL-1-IUM HYDROGEN SULFATE,imidazolium.csv
1-methyl-1H-imidazol-1-ium nitrate,156204-43-2,1-METHYL-1H-IMIDAZOL-1-IUM NITRATE,imidazolium.csv
1-methyl-1H-imidazol-1-ium trifluoromethanesulfonate,99257-94-0,1-METHYL-1H-IMIDAZOL-1-IUM TRIFLUOROMETHANESULFONATE,imidazolium.csv
1-methyl-3-((methylthio)methyl)-1H-imidazol-3-ium chloride,1427172-68-6,1-METHYL-3-((METHYLTHIO)METHYL)-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
1-methyl-3-((octyloxy)methyl)-1H-imidazol-3-ium 2-(2-isopropyl-5-methylphenoxy)acetate,3036015-11-6,1-METHYL-3-((OCTYLOXY)METHYL)-1H-IMIDAZOL-3-IUM 2-(2-ISOPROPYL-5-METHYLPHENOXY)ACETATE,imidazolium.csv
1-methyl-3-((octyloxy)methyl)-1H-imidazol-3-ium 2-(4-allyl-2-methoxyphenoxy)acetate,3036015-15-0,1-METHYL-3-((OCTYLOXY)METHYL)-1H-IMIDAZOL-3-IUM 2-(4-ALLYL-2-METHOXYPHENOXY)ACETATE,imidazolium.csv
1-methyl-3-((octyloxy)methyl)-1H-imidazol-3-ium 2-(4-formyl-2-methoxyphenoxy)acetate,3036015-13-8,1-METHYL-3-((OCTYLOXY)METHYL)-1H-IMIDAZOL-3-IUM 2-(4-FORMYL-2-METHOXYPHENOXY)ACETATE,imidazolium.csv
1-methyl-3-((octyloxy)methyl)-1H-imidazol-3-ium 2-(5-isopropyl-2-methylphenoxy)acetate,3036015-07-0,1-METHYL-3-((OCTYLOXY)METHYL)-1H-IMIDAZOL-3-IUM 2-(5-ISOPROPYL-2-METHYLPHENOXY)ACETATE,imidazolium.csv
1-methyl-3-((octyloxy)methyl)-1H-imidazol-3-ium 4-hydroxybenzenesulfonate,3036015-04-7,1-METHYL-3-((OCTYLOXY)METHYL)-1H-IMIDAZOL-3-IUM 4-HYDROXYBENZENESULFONATE,imidazolium.csv
1-methyl-3-((octyloxy)methyl)-1H-imidazol-3-ium benzenesulfonate,3036015-05-8,1-METHYL-3-((OCTYLOXY)METHYL)-1H-IMIDAZOL-3-IUM BENZENESULFONATE,imidazolium.csv
1-methyl-3-((octyloxy)methyl)-1H-imidazol-3-ium chloride,99874-28-9,1-METHYL-3-((OCTYLOXY)METHYL)-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
1-methyl-3-((octyloxy)methyl)-1H-imidazol-3-ium formate,3036015-08-1,1-METHYL-3-((OCTYLOXY)METHYL)-1H-IMIDAZOL-3-IUM FORMATE,imidazolium.csv
1-methyl-3-((octyloxy)methyl)-1H-imidazol-3-ium pivalate,3036015-16-1,1-METHYL-3-((OCTYLOXY)METHYL)-1H-IMIDAZOL-3-IUM PIVALATE,imidazolium.csv
1-methyl-3-((octyloxy)methyl)-1H-imidazol-3-ium propionate,3036015-09-2,1-METHYL-3-((OCTYLOXY)METHYL)-1H-IMIDAZOL-3-IUM PROPIONATE,imidazolium.csv
"1-methyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium 2,2,2-trifluoroacetate",,1-METHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM 2 2 2-TRIFLUOROACETATE,imidazolium.csv
1-methyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium bromide,,1-METHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
1-methyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium hexafluorophosphate(V),,1-METHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),imidazolium.csv
1-methyl-3-(2-((6-(methylsulfonyl)benzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium tetrafluoroborate,,1-METHYL-3-(2-((6-(METHYLSULFONYL)BENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,imidazolium.csv
"1-methyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium 2,2,2-trifluoroacetate",,1-METHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM 2 2 2-TRIFLUOROACETATE,imidazolium.csv
1-methyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium bromide,,1-METHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
1-methyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium hexafluorophosphate(V),,1-METHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),imidazolium.csv
1-methyl-3-(2-((6-methylbenzo[d]thiazol-2-yl)amino)-2-oxoethyl)-1H-imidazol-3-ium tetrafluoroborate,,1-METHYL-3-(2-((6-METHYLBENZO D THIAZOL-2-YL)AMINO)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,imidazolium.csv
1-methyl-3-(2-(octyloxy)-2-oxoethyl)-1H-imidazol-3-ium chloride,,1-METHYL-3-(2-(OCTYLOXY)-2-OXOETHYL)-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
"1-methyl-3-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)-1H-imidazol-3-ium hexafluorophosphate(V)",313475-50-2,1-METHYL-3-(3 3 4 4 5 5 6 6 7 7 8 8 8-TRIDECAFLUOROOCTYL)-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),imidazolium.csv
1-methyl-3-(3-oxobutyl)-1H-imidazol-3-ium bromide,952429-67-3,1-METHYL-3-(3-OXOBUTYL)-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
1-methyl-3-(4-(dodecanoyloxy)butyl)-1H-imidazol-3-ium chloride,,1-METHYL-3-(4-(DODECANOYLOXY)BUTYL)-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
1-methyl-3-(4-(palmitoyloxy)butyl)-1H-imidazol-3-ium chloride,,1-METHYL-3-(4-(PALMITOYLOXY)BUTYL)-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
1-methyl-3-(4-(stearoyloxy)butyl)-1H-imidazol-3-ium chloride,,1-METHYL-3-(4-(STEAROYLOXY)BUTYL)-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
1-methyl-3-(4-(tetradecanoyloxy)butyl)-1H-imidazol-3-ium chloride,,1-METHYL-3-(4-(TETRADECANOYLOXY)BUTYL)-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
1-methyl-3-(4-(tridecanoyloxy)butyl)-1H-imidazol-3-ium chloride,,1-METHYL-3-(4-(TRIDECANOYLOXY)BUTYL)-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
1-methyl-3-(4-(undecanoyloxy)butyl)-1H-imidazol-3-ium chloride,,1-METHYL-3-(4-(UNDECANOYLOXY)BUTYL)-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
1-methyl-3-(4-methylbenzyl)-1H-imidazol-3-ium chloride,637348-60-8,1-METHYL-3-(4-METHYLBENZYL)-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
1-methyl-3-(4-methylbenzyl)-1H-imidazol-3-ium hexafluorophosphate(V),952429-66-2,1-METHYL-3-(4-METHYLBENZYL)-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),imidazolium.csv
1-methyl-3-(4-methylbenzyl)-1H-imidazol-3-ium tetrafluoroborate,847335-66-4,1-METHYL-3-(4-METHYLBENZYL)-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,imidazolium.csv
1-methyl-3-(pentyloxy)-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)imide,1422952-74-6,1-METHYL-3-(PENTYLOXY)-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,imidazolium.csv
1-methyl-3-(prop-2-yn-1-yl)-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)imide,800405-33-8,1-METHYL-3-(PROP-2-YN-1-YL)-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,imidazolium.csv
1-methyl-3-nonyl-1H-imidazol-3-ium chloride,171058-20-1,1-METHYL-3-NONYL-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
1-methyl-3-nonyl-1H-imidazol-3-ium hexafluorophosphate(V),343952-29-4,1-METHYL-3-NONYL-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),imidazolium.csv
1-methyl-3-nonyl-1H-imidazol-3-ium tetrafluoroborate,244193-55-3,1-METHYL-3-NONYL-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,imidazolium.csv
1-methyl-3-octadecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)imide,404001-51-0,1-METHYL-3-OCTADECYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,imidazolium.csv
1-methyl-3-octadecyl-1H-imidazol-3-ium chloride,171058-19-8,1-METHYL-3-OCTADECYL-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
1-methyl-3-octadecyl-1H-imidazol-3-ium hexafluorophosphate(V),219947-96-3,1-METHYL-3-OCTADECYL-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),imidazolium.csv
1-methyl-3-octadecyl-1H-imidazol-3-ium trifluorotris(perfluoroethyl)phosphate(V),945032-86-0,1-METHYL-3-OCTADECYL-1H-IMIDAZOL-3-IUM TRIFLUOROTRIS(PERFLUOROETHYL)PHOSPHATE(V),imidazolium.csv
"1-methyl-3-octyl-1H-imidazol-3-ium 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonate",905972-83-0,1-METHYL-3-OCTYL-1H-IMIDAZOL-3-IUM 1 1 2 2 3 3 4 4 4-NONAFLUOROBUTANE-1-SULFONATE,imidazolium.csv
1-methyl-3-octyl-1H-imidazol-3-ium 2-(6-methoxynaphthalen-2-yl)propanoate,,1-METHYL-3-OCTYL-1H-IMIDAZOL-3-IUM 2-(6-METHOXYNAPHTHALEN-2-YL)PROPANOATE,imidazolium.csv
"1-methyl-3-octyl-1H-imidazol-3-ium 3-oxo-3H-benzo[d]isothiazol-2-ide 1,1-dioxide",958869-91-5,1-METHYL-3-OCTYL-1H-IMIDAZOL-3-IUM 3-OXO-3H-BENZO D ISOTHIAZOL-2-IDE 1 1-DIOXIDE,imidazolium.csv
1-methyl-3-octyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)imide,178631-04-4,1-METHYL-3-OCTYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,imidazolium.csv
1-methyl-3-octyl-1H-imidazol-3-ium bromide,61545-99-1,1-METHYL-3-OCTYL-1H-IMIDAZOL-3-IUM BROMIDE,imidazolium.csv
1-methyl-3-octyl-1H-imidazol-3-ium chloride,64697-40-1,1-METHYL-3-OCTYL-1H-IMIDAZOL-3-IUM CHLORIDE,imidazolium.csv
1-methyl-3-octyl-1H-imidazol-3-ium dicyanamide,905972-84-1,1-METHYL-3-OCTYL-1H-IMIDAZOL-3-IUM DICYANAMIDE,imidazolium.csv
1-methyl-3-octyl-1H-imidazol-3-ium hexafluorophosphate(V),304680-36-2,1-METHYL-3-OCTYL-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),imidazolium.csv
1-methyl-3-octyl-1H-imidazol-3-ium tetrafluoroborate,244193-52-0,1-METHYL-3-OCTYL-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,imidazolium.csv
