Material_ID,Material_Raw,Material_Name,Clean_Name,Standard,Material_Type,Heat treatment,Tensile_Strength_MPa,Yield_Strength_MPa,Youngs_Modulus_GPa,Shear_Modulus_GPa,Poisson_Ratio,Density_gcm3,Elongation_percent,Hardness_BHN,Hardness_HV,Notes
CAF0E0DAB69D41FEAA0EE6AD7FBE6737,Aluminum Alloy 356.0,ALUMINUM ALLOY 356 0,ALUMINUM ALLOY 356 0,ANSI,ALUMINUM,Cast (T7),214,200.0,73.0,26.0,0.33,2.7,,60.0,,
17E825F91A6C47CAA9DE0344EADECBDF,Aluminum Alloy 356.0,ALUMINUM ALLOY 356 0,ALUMINUM ALLOY 356 0,ANSI,ALUMINUM,Cast (T71),172,124.0,73.0,26.0,0.33,2.7,3.0,45.0,,
90FEE72CADA54A4781A00BCF488DF210,Aluminum Alloy A356.0,ALUMINUM ALLOY A356 0,ALUMINUM ALLOY A356 0,ANSI,ALUMINUM,Cast (T6),234,165.0,73.0,26.0,0.33,2.7,3.5,70.0,,
5C6F865A793941F595176AF958C8E54B,Aluminum Alloy 443.0,ALUMINUM ALLOY 443 0,ALUMINUM ALLOY 443 0,ANSI,ALUMINUM,Cast (F),117,48.0,73.0,26.0,0.33,2.7,3.0,25.0,,
20B9C268B8ED41FBBAC1F4D5E0512FC8,Aluminum Alloy B443.0,ALUMINUM ALLOY B443 0,ALUMINUM ALLOY B443 0,ANSI,ALUMINUM,Cast (F),117,41.0,73.0,26.0,0.33,2.7,3.0,25.0,,
A5630881BFF54E7ABF6CC4DC8D99EFD5,Aluminum Alloy 512.0,ALUMINUM ALLOY 512 0,ALUMINUM ALLOY 512 0,ANSI,ALUMINUM,Cast (F),117,69.0,73.0,26.0,0.33,2.7,,35.0,,
BF57863D00B24108A999019D819DCB9E,Aluminum Alloy 514.0,ALUMINUM ALLOY 514 0,ALUMINUM ALLOY 514 0,ANSI,ALUMINUM,Cast (F),152,62.0,73.0,26.0,0.33,2.7,6.0,35.0,,
F39FE00A010D4669AEC56ABFFFE4864E,Aluminum Alloy 520.0,ALUMINUM ALLOY 520 0,ALUMINUM ALLOY 520 0,ANSI,ALUMINUM,Cast (T4),290,152.0,73.0,26.0,0.33,2.7,12.0,60.0,,
38F18004ECCF466FB38982B1B9B8E0DF,Aluminum Alloy 535.0,ALUMINUM ALLOY 535 0,ALUMINUM ALLOY 535 0,ANSI,ALUMINUM,Cast (F or T5),241,124.0,73.0,26.0,0.33,2.7,9.0,60.0,,
7BD395E702254018B16EFCB6BECD08C9,Aluminum Alloy 705.0,ALUMINUM ALLOY 705 0,ALUMINUM ALLOY 705 0,ANSI,ALUMINUM,Cast (F or T5),207,117.0,73.0,26.0,0.33,2.7,5.0,50.0,,
DD6D66E3AD6944819D0B4BCF87BECA66,Aluminum Alloy 707.0,ALUMINUM ALLOY 707 0,ALUMINUM ALLOY 707 0,ANSI,ALUMINUM,Cast (T5),228,152.0,73.0,26.0,0.33,2.7,2.0,70.0,,
4342454BAE6248AD835592F28160644B,Aluminum Alloy 707.0,ALUMINUM ALLOY 707 0,ALUMINUM ALLOY 707 0,ANSI,ALUMINUM,Cast (T7),255,207.0,73.0,26.0,0.33,2.7,1.0,65.0,,
61AC82C8D681453091E953E105A78E18,Aluminum Alloy 710.0,ALUMINUM ALLOY 710 0,ALUMINUM ALLOY 710 0,ANSI,ALUMINUM,Cast (F or T5),221,138.0,73.0,26.0,0.33,2.7,2.0,60.0,,
6C690A1404784BDF9CF6DF36A139D1FC,Aluminum Alloy 712.0,ALUMINUM ALLOY 712 0,ALUMINUM ALLOY 712 0,ANSI,ALUMINUM,Cast (F or T5),234,172.0,73.0,26.0,0.33,2.7,4.0,60.0,,
EC2C304A5C3C4082A6387A918ABFE8C6,Aluminum Alloy 713.0,ALUMINUM ALLOY 713 0,ALUMINUM ALLOY 713 0,ANSI,ALUMINUM,Cast (F or T5),221,152.0,73.0,26.0,0.33,2.7,3.0,60.0,,
6B100EE9FEEC471591F9FC761D314C99,Aluminum Alloy 771.0,ALUMINUM ALLOY 771 0,ALUMINUM ALLOY 771 0,ANSI,ALUMINUM,Cast (T5),290,262.0,73.0,26.0,0.33,2.7,1.5,85.0,,
14D1138649394E2EBE602BC61EE4F3DF,Aluminum Alloy 771.0,ALUMINUM ALLOY 771 0,ALUMINUM ALLOY 771 0,ANSI,ALUMINUM,Cast (T51),221,186.0,73.0,26.0,0.33,2.7,3.0,70.0,,
8302BCDA7D954584B93D3C1963411292,Aluminum Alloy 771.0,ALUMINUM ALLOY 771 0,ALUMINUM ALLOY 771 0,ANSI,ALUMINUM,Cast (T52),248,207.0,73.0,26.0,0.33,2.7,1.5,70.0,,
6B17ACFAE66D45CE8B0692D24C5670CE,Aluminum Alloy 771.0,ALUMINUM ALLOY 771 0,ALUMINUM ALLOY 771 0,ANSI,ALUMINUM,Cast (T53),248,186.0,73.0,26.0,0.33,2.7,1.5,,,
6BF21F63D5BA4522A06ED2D49052D6F5,Aluminum Alloy 771.0,ALUMINUM ALLOY 771 0,ALUMINUM ALLOY 771 0,ANSI,ALUMINUM,Cast (T6),290,241.0,73.0,26.0,0.33,2.7,5.0,75.0,,
062A1B349356469D9AB1628A0455540B,Aluminum Alloy 771.0,ALUMINUM ALLOY 771 0,ALUMINUM ALLOY 771 0,ANSI,ALUMINUM,Cast (T71),331,310.0,73.0,26.0,0.33,2.7,2.0,105.0,,
005CF44A087645B28B41ADD1F88E43AD,Aluminum Alloy 852.0,ALUMINUM ALLOY 852 0,ALUMINUM ALLOY 852 0,ANSI,ALUMINUM,Cast (T5),165,124.0,73.0,26.0,0.33,2.7,,45.0,,
8AC71DC21EE142328544183CD442AF32,Aluminum Alloy 1060-O,ALUMINUM ALLOY 1060-O,ALUMINUM ALLOY 1060-O,ANSI,ALUMINUM,Wrought,69,28.0,73.0,26.0,0.33,2.7,43.0,19.0,,
D57A4923C2374F2D9911E3B898395782,Aluminum Alloy 1060-H12,ALUMINUM ALLOY 1060-H12,ALUMINUM ALLOY 1060-H12,ANSI,ALUMINUM,Wrought,83,76.0,73.0,26.0,0.33,2.7,16.0,23.0,,
BE910EFD1B2F449C83A93E83FFE2A651,Aluminum Alloy 1060-H14,ALUMINUM ALLOY 1060-H14,ALUMINUM ALLOY 1060-H14,ANSI,ALUMINUM,Wrought,97,90.0,73.0,26.0,0.33,2.7,12.0,26.0,,
021FB11DC8F84C6AAF259609335CED54,Aluminum Alloy 1060-H16,ALUMINUM ALLOY 1060-H16,ALUMINUM ALLOY 1060-H16,ANSI,ALUMINUM,Wrought,110,103.0,73.0,26.0,0.33,2.7,8.0,30.0,,
1C3EFE560C8E4DA4AB7C4B603E6804A7,Aluminum Alloy 1060-H18,ALUMINUM ALLOY 1060-H18,ALUMINUM ALLOY 1060-H18,ANSI,ALUMINUM,Wrought,131,124.0,73.0,26.0,0.33,2.7,6.0,35.0,,
99D8301C4CE9454B9E8A2F02B87A3040,Aluminum Alloy 1100-O,ALUMINUM ALLOY 1100-O,ALUMINUM ALLOY 1100-O,ANSI,ALUMINUM,Wrought,90,34.0,73.0,26.0,0.33,2.7,35.0,23.0,,
55DB6797F5F442889758AAEFA6A4C4A6,Aluminum Alloy 1100-H12,ALUMINUM ALLOY 1100-H12,ALUMINUM ALLOY 1100-H12,ANSI,ALUMINUM,Wrought,110,103.0,73.0,26.0,0.33,2.7,12.0,28.0,,
CF7A241FE12942AD9BF001BB955544DE,Aluminum Alloy 1100-H14,ALUMINUM ALLOY 1100-H14,ALUMINUM ALLOY 1100-H14,ANSI,ALUMINUM,Wrought,124,117.0,73.0,26.0,0.33,2.7,9.0,32.0,,
66408FE2991746E8A2B0C75725AA50E4,Aluminum Alloy 1100-H16,ALUMINUM ALLOY 1100-H16,ALUMINUM ALLOY 1100-H16,ANSI,ALUMINUM,Wrought,145,138.0,73.0,26.0,0.33,2.7,6.0,38.0,,
02DD38B5C27C4DE7A182C5779E5B8671,Aluminum Alloy 1100-H18,ALUMINUM ALLOY 1100-H18,ALUMINUM ALLOY 1100-H18,ANSI,ALUMINUM,Wrought,165,152.0,73.0,26.0,0.33,2.7,5.0,44.0,,
F781FB361BF04BCB8CDE6E6891F4DB12,Aluminum Alloy 1350-O,ALUMINUM ALLOY 1350-O,ALUMINUM ALLOY 1350-O,ANSI,ALUMINUM,Wrought,83,28.0,73.0,26.0,0.33,2.7,,,,
69AB3225467043BB9422CCCFF8D07476,Aluminum Alloy 1350-H12,ALUMINUM ALLOY 1350-H12,ALUMINUM ALLOY 1350-H12,ANSI,ALUMINUM,Wrought,97,83.0,73.0,26.0,0.33,2.7,,,,
96726D0423924121A8224F7F1C92C4C1,Aluminum Alloy 1350-H14,ALUMINUM ALLOY 1350-H14,ALUMINUM ALLOY 1350-H14,ANSI,ALUMINUM,Wrought,110,97.0,73.0,26.0,0.33,2.7,,,,
E602F053B40F4F358F6AD8B76AC34CDA,Aluminum Alloy 1350-H16,ALUMINUM ALLOY 1350-H16,ALUMINUM ALLOY 1350-H16,ANSI,ALUMINUM,Wrought,124,110.0,73.0,26.0,0.33,2.7,,,,
88089E52A15C43769B8058CDE66A96F8,Aluminum Alloy 1350-H19,ALUMINUM ALLOY 1350-H19,ALUMINUM ALLOY 1350-H19,ANSI,ALUMINUM,Wrought,186,165.0,73.0,26.0,0.33,2.7,,,,
6BECB8F0CF964FD5A1946049A0FE38B8,Aluminum Alloy 2011-T3,ALUMINUM ALLOY 2011-T3,ALUMINUM ALLOY 2011-T3,ANSI,ALUMINUM,Wrought,379,296.0,73.0,26.0,0.33,2.7,15.0,95.0,,
4D7E38C3239040EA871F8D4A82C6FBB2,Aluminum Alloy 2011-T8,ALUMINUM ALLOY 2011-T8,ALUMINUM ALLOY 2011-T8,ANSI,ALUMINUM,Wrought,407,310.0,73.0,26.0,0.33,2.7,12.0,100.0,,
255EE16C253142B4906D98E663B7E8B4,Aluminum Alloy 2014-O,ALUMINUM ALLOY 2014-O,ALUMINUM ALLOY 2014-O,ANSI,ALUMINUM,Wrought,186,97.0,73.0,26.0,0.33,2.7,18.0,45.0,,
AB295509AC7747DCBC5A73BAC049CF88,Aluminum Alloy 2014-T4,ALUMINUM ALLOY 2014-T4,ALUMINUM ALLOY 2014-T4,ANSI,ALUMINUM,Wrought,427,290.0,73.0,26.0,0.33,2.7,20.0,105.0,,
6E3841E7D4EE465BBD7E0306DD6C49F4,Aluminum Alloy 2014-T451,ALUMINUM ALLOY 2014-T451,ALUMINUM ALLOY 2014-T451,ANSI,ALUMINUM,Wrought,427,290.0,73.0,26.0,0.33,2.7,20.0,105.0,,
2B8C530701354B338EFFFB2D0CB94346,Aluminum Alloy 2014-T6,ALUMINUM ALLOY 2014-T6,ALUMINUM ALLOY 2014-T6,ANSI,ALUMINUM,Wrought,483,414.0,73.0,26.0,0.33,2.7,13.0,135.0,,
16F33028BAF843A396FFC901C64AE6A5,Aluminum Alloy 2014-T651,ALUMINUM ALLOY 2014-T651,ALUMINUM ALLOY 2014-T651,ANSI,ALUMINUM,Wrought,483,414.0,73.0,26.0,0.33,2.7,13.0,135.0,,
D9C63E5BF4BC46C187B81D3001F1A2DD,Aluminum Alloy Alclad 2014-O,ALUMINUM ALLOY ALCLAD 2014-O,ALUMINUM ALLOY ALCLAD 2014-O,ANSI,ALUMINUM,Wrought,172,69.0,73.0,26.0,0.33,2.7,21.0,,,
F9E910B846F2467A9FD07A4BEB721A84,Aluminum Alloy Alclad 2014-T3,ALUMINUM ALLOY ALCLAD 2014-T3,ALUMINUM ALLOY ALCLAD 2014-T3,ANSI,ALUMINUM,Wrought,434,276.0,73.0,26.0,0.33,2.7,20.0,,,
5D8DB051900749A7B1ADFBE634FD3A12,Aluminum Alloy Alclad 2014-T4,ALUMINUM ALLOY ALCLAD 2014-T4,ALUMINUM ALLOY ALCLAD 2014-T4,ANSI,ALUMINUM,Wrought,421,255.0,73.0,26.0,0.33,2.7,22.0,,,
1A1483C744814748B83F72F80DBB6A15,Aluminum Alloy Alclad 2014-T451,ALUMINUM ALLOY ALCLAD 2014-T451,ALUMINUM ALLOY ALCLAD 2014-T451,ANSI,ALUMINUM,Wrought,421,255.0,73.0,26.0,0.33,2.7,22.0,,,
792FAC9AFB8344FFA4A999E0228CF117,Aluminum Alloy Alclad 2014-T6,ALUMINUM ALLOY ALCLAD 2014-T6,ALUMINUM ALLOY ALCLAD 2014-T6,ANSI,ALUMINUM,Wrought,469,414.0,73.0,26.0,0.33,2.7,10.0,,,
D67CD9BF622740E690A7D72B9214D496,Aluminum Alloy Alclad 2014-T651,ALUMINUM ALLOY ALCLAD 2014-T651,ALUMINUM ALLOY ALCLAD 2014-T651,ANSI,ALUMINUM,Wrought,469,414.0,73.0,26.0,0.33,2.7,10.0,,,
CC9906BDE0FD4AB8995649F616253E13,Aluminum Alloy 2017-O,ALUMINUM ALLOY 2017-O,ALUMINUM ALLOY 2017-O,ANSI,ALUMINUM,Wrought,179,69.0,73.0,26.0,0.33,2.7,22.0,45.0,,
4B241E1128CA42378C3C24AAEC2702A9,Aluminum Alloy 2017-T4,ALUMINUM ALLOY 2017-T4,ALUMINUM ALLOY 2017-T4,ANSI,ALUMINUM,Wrought,427,276.0,73.0,26.0,0.33,2.7,22.0,105.0,,
BF96378BC9AA40F299FA59617C0A324D,Aluminum Alloy 2017-T451,ALUMINUM ALLOY 2017-T451,ALUMINUM ALLOY 2017-T451,ANSI,ALUMINUM,Wrought,427,276.0,73.0,26.0,0.33,2.7,22.0,105.0,,
405A6156BC5142B593445A9CC89F8902,Aluminum Alloy 2018-T61,ALUMINUM ALLOY 2018-T61,ALUMINUM ALLOY 2018-T61,ANSI,ALUMINUM,Wrought,421,317.0,73.0,26.0,0.33,2.7,12.0,120.0,,
8B91F392A6D347E2B746DE29BE594EB0,Aluminum Alloy 2024-O,ALUMINUM ALLOY 2024-O,ALUMINUM ALLOY 2024-O,ANSI,ALUMINUM,Wrought,186,76.0,73.0,26.0,0.33,2.7,20.0,47.0,,
2CB41DE4C057449083455182F7DBF563,Aluminum Alloy 2024-T3,ALUMINUM ALLOY 2024-T3,ALUMINUM ALLOY 2024-T3,ANSI,ALUMINUM,Wrought,483,345.0,73.0,26.0,0.33,2.7,18.0,120.0,,
AB5E4114289E4F7EBBEFEAF3FB7662E7,Aluminum Alloy 2024-T351,ALUMINUM ALLOY 2024-T351,ALUMINUM ALLOY 2024-T351,ANSI,ALUMINUM,Wrought,469,324.0,73.0,26.0,0.33,2.7,20.0,120.0,,
B6FBB1B1177A4474AE1A4E66B369B8C3,Aluminum Alloy 2024-T4,ALUMINUM ALLOY 2024-T4,ALUMINUM ALLOY 2024-T4,ANSI,ALUMINUM,Wrought,469,324.0,73.0,26.0,0.33,2.7,20.0,120.0,,
4E9C6BA333854A3684AD37467901D2C0,Aluminum Alloy 2024-T361,ALUMINUM ALLOY 2024-T361,ALUMINUM ALLOY 2024-T361,ANSI,ALUMINUM,Wrought,496,393.0,73.0,26.0,0.33,2.7,13.0,130.0,,
86827B9E3E3F433E94FE77AF080CEF52,Aluminum Alloy Alclad 2024-O,ALUMINUM ALLOY ALCLAD 2024-O,ALUMINUM ALLOY ALCLAD 2024-O,ANSI,ALUMINUM,Wrought,179,76.0,73.0,26.0,0.33,2.7,20.0,,,
09CE5118469D4565B0EFB5513E2A69FD,Aluminum Alloy Alclad 2024-T3,ALUMINUM ALLOY ALCLAD 2024-T3,ALUMINUM ALLOY ALCLAD 2024-T3,ANSI,ALUMINUM,Wrought,448,310.0,73.0,26.0,0.33,2.7,18.0,,,
A1C6043FFA9C433180738ABD73A96E6E,Aluminum Alloy Alclad 2024-T351,ALUMINUM ALLOY ALCLAD 2024-T351,ALUMINUM ALLOY ALCLAD 2024-T351,ANSI,ALUMINUM,Wrought,441,290.0,73.0,26.0,0.33,2.7,19.0,,,
1D1A7E63F60D4773899F29446044F073,Aluminum Alloy Alclad 2024-T4,ALUMINUM ALLOY ALCLAD 2024-T4,ALUMINUM ALLOY ALCLAD 2024-T4,ANSI,ALUMINUM,Wrought,441,290.0,73.0,26.0,0.33,2.7,19.0,,,
ACB59543C3274139A6CEFC07FE045478,Aluminum Alloy Alclad 202024-T361,ALUMINUM ALLOY ALCLAD 202024-T361,ALUMINUM ALLOY ALCLAD 202024-T361,ANSI,ALUMINUM,Wrought,462,365.0,73.0,26.0,0.33,2.7,11.0,,,
1414DC380FB344B1B396CC418EC4EDD0,Aluminum Alloy Alclad 2024-T81,ALUMINUM ALLOY ALCLAD 2024-T81,ALUMINUM ALLOY ALCLAD 2024-T81,ANSI,ALUMINUM,Wrought,448,414.0,73.0,26.0,0.33,2.7,6.0,,,
9B2403171FF24B368344595EFF403960,Aluminum Alloy Alclad 2024-T851,ALUMINUM ALLOY ALCLAD 2024-T851,ALUMINUM ALLOY ALCLAD 2024-T851,ANSI,ALUMINUM,Wrought,448,414.0,73.0,26.0,0.33,2.7,6.0,,,
5C0EE4442D524AE99BC35672E1C25BB7,Aluminum Alloy Alclad 2024-T861,ALUMINUM ALLOY ALCLAD 2024-T861,ALUMINUM ALLOY ALCLAD 2024-T861,ANSI,ALUMINUM,Wrought,483,455.0,73.0,26.0,0.33,2.7,6.0,,,
57534C1F07A94114A3269FA6C5792760,Aluminum Alloy 2025-T6,ALUMINUM ALLOY 2025-T6,ALUMINUM ALLOY 2025-T6,ANSI,ALUMINUM,Wrought,400,255.0,73.0,26.0,0.33,2.7,19.0,110.0,,
D2F2BA9861DA4898A839BE8D56489385,Aluminum Alloy 2036-T4,ALUMINUM ALLOY 2036-T4,ALUMINUM ALLOY 2036-T4,ANSI,ALUMINUM,Wrought,338,193.0,73.0,26.0,0.33,2.7,24.0,,,
8D0801D6A6E24797BFB36CA7895DB18A,Aluminum Alloy 2117-T4,ALUMINUM ALLOY 2117-T4,ALUMINUM ALLOY 2117-T4,ANSI,ALUMINUM,Wrought,296,165.0,73.0,26.0,0.33,2.7,27.0,70.0,,
8A9C68278B934E03AFE2F74996788396,Aluminum Alloy 2218-T72,ALUMINUM ALLOY 2218-T72,ALUMINUM ALLOY 2218-T72,ANSI,ALUMINUM,Wrought,331,255.0,73.0,26.0,0.33,2.7,11.0,95.0,,
3CF88A03E24E477FA29505DC1A6D2A0F,Aluminum Alloy 2219-O,ALUMINUM ALLOY 2219-O,ALUMINUM ALLOY 2219-O,ANSI,ALUMINUM,Wrought,172,76.0,73.0,26.0,0.33,2.7,18.0,,,
D0186B1AEFB246088D92742E0F1516AF,Aluminum Alloy 2219-T42,ALUMINUM ALLOY 2219-T42,ALUMINUM ALLOY 2219-T42,ANSI,ALUMINUM,Wrought,359,186.0,73.0,26.0,0.33,2.7,20.0,,,
5C642DCE808142FB93127AEC92F64163,Aluminum Alloy 2219-T31,ALUMINUM ALLOY 2219-T31,ALUMINUM ALLOY 2219-T31,ANSI,ALUMINUM,Wrought,359,248.0,73.0,26.0,0.33,2.7,17.0,,,
1E81DFEC89A440279E477E43B9BF662F,Aluminum Alloy 2219-T351,ALUMINUM ALLOY 2219-T351,ALUMINUM ALLOY 2219-T351,ANSI,ALUMINUM,Wrought,359,248.0,73.0,26.0,0.33,2.7,17.0,,,
08B28F0645F94F9187B7DD9C8AEDFF0A,Aluminum Alloy 2219-T37,ALUMINUM ALLOY 2219-T37,ALUMINUM ALLOY 2219-T37,ANSI,ALUMINUM,Wrought,393,317.0,73.0,26.0,0.33,2.7,11.0,,,
92D81CD2697B4292AFEC4E1BCFBDF02D,Aluminum Alloy 2219-T62,ALUMINUM ALLOY 2219-T62,ALUMINUM ALLOY 2219-T62,ANSI,ALUMINUM,Wrought,414,290.0,73.0,26.0,0.33,2.7,10.0,,,
7C4660306EC24683B383CF779E194F3C,Aluminum Alloy 2219-T81,ALUMINUM ALLOY 2219-T81,ALUMINUM ALLOY 2219-T81,ANSI,ALUMINUM,Wrought,455,352.0,73.0,26.0,0.33,2.7,10.0,,,
E4D63F6C64B6465995DD8F53F2DA89B9,Aluminum Alloy 2219-T851,ALUMINUM ALLOY 2219-T851,ALUMINUM ALLOY 2219-T851,ANSI,ALUMINUM,Wrought,455,352.0,73.0,26.0,0.33,2.7,10.0,,,
8361064113924AB69EBBCBD6154BCD70,Aluminum Alloy 2219-T87,ALUMINUM ALLOY 2219-T87,ALUMINUM ALLOY 2219-T87,ANSI,ALUMINUM,Wrought,476,393.0,73.0,26.0,0.33,2.7,10.0,,,
D8379CFE86444F11A2C817B90EBF3D73,Aluminum Alloy 3003-O,ALUMINUM ALLOY 3003-O,ALUMINUM ALLOY 3003-O,ANSI,ALUMINUM,Wrought,110,41.0,73.0,26.0,0.33,2.7,30.0,28.0,,
6AE3E90DA7C245AC83EACFF7C5352AAE,Aluminum Alloy 3003-H12,ALUMINUM ALLOY 3003-H12,ALUMINUM ALLOY 3003-H12,ANSI,ALUMINUM,Wrought,131,124.0,73.0,26.0,0.33,2.7,10.0,35.0,,
08B5CCC255B946718BC8273750E5B50B,Aluminum Alloy 3003-H14,ALUMINUM ALLOY 3003-H14,ALUMINUM ALLOY 3003-H14,ANSI,ALUMINUM,Wrought,152,145.0,73.0,26.0,0.33,2.7,8.0,40.0,,
7D54EF3F697047DD82663BDB114DE81C,Aluminum Alloy 3003-H16,ALUMINUM ALLOY 3003-H16,ALUMINUM ALLOY 3003-H16,ANSI,ALUMINUM,Wrought,179,172.0,73.0,26.0,0.33,2.7,5.0,47.0,,
83CFBBA17B5D49D58808DDBEBDF99985,Aluminum Alloy 3003-H18,ALUMINUM ALLOY 3003-H18,ALUMINUM ALLOY 3003-H18,ANSI,ALUMINUM,Wrought,200,186.0,73.0,26.0,0.33,2.7,4.0,55.0,,
D8994A9C0ACB48E69779A176E648B91D,Aluminum Alloy Alclad 3003-O,ALUMINUM ALLOY ALCLAD 3003-O,ALUMINUM ALLOY ALCLAD 3003-O,ANSI,ALUMINUM,Wrought,110,41.0,73.0,26.0,0.33,2.7,30.0,,,
1213B1D67D584E56BCC6684DF210B4D9,Aluminum Alloy Alclad 3003-H12,ALUMINUM ALLOY ALCLAD 3003-H12,ALUMINUM ALLOY ALCLAD 3003-H12,ANSI,ALUMINUM,Wrought,131,124.0,73.0,26.0,0.33,2.7,10.0,,,
4BDCEB0AF7564103A5A8509BD03F7ADD,Aluminum Alloy Alclad 3003-H14,ALUMINUM ALLOY ALCLAD 3003-H14,ALUMINUM ALLOY ALCLAD 3003-H14,ANSI,ALUMINUM,Wrought,152,145.0,73.0,26.0,0.33,2.7,8.0,,,
9148727B7EDF4B43A73EBDBE9AE430E1,Aluminum Alloy Alclad 3003-H16,ALUMINUM ALLOY ALCLAD 3003-H16,ALUMINUM ALLOY ALCLAD 3003-H16,ANSI,ALUMINUM,Wrought,179,172.0,73.0,26.0,0.33,2.7,5.0,,,
509650723ECF41AEBA1C973CCE3DBE88,Aluminum Alloy Alclad 3003-H18,ALUMINUM ALLOY ALCLAD 3003-H18,ALUMINUM ALLOY ALCLAD 3003-H18,ANSI,ALUMINUM,Wrought,200,186.0,73.0,26.0,0.33,2.7,4.0,,,
2E6B077F198D43CD85C59F374396784D,Aluminum Alloy 3004-O,ALUMINUM ALLOY 3004-O,ALUMINUM ALLOY 3004-O,ANSI,ALUMINUM,Wrought,179,69.0,73.0,26.0,0.33,2.7,20.0,45.0,,
0C6BFAA6FEE74160A57C758224CB94C6,Aluminum Alloy 3004-H32,ALUMINUM ALLOY 3004-H32,ALUMINUM ALLOY 3004-H32,ANSI,ALUMINUM,Wrought,214,172.0,73.0,26.0,0.33,2.7,10.0,52.0,,
4F4A1990A5F14740A79C256E9B54DE8A,Aluminum Alloy 3004-H34,ALUMINUM ALLOY 3004-H34,ALUMINUM ALLOY 3004-H34,ANSI,ALUMINUM,Wrought,241,200.0,73.0,26.0,0.33,2.7,9.0,63.0,,
D3943263C9F04D45895C8D54FBFBABF2,Aluminum Alloy 3004-H36,ALUMINUM ALLOY 3004-H36,ALUMINUM ALLOY 3004-H36,ANSI,ALUMINUM,Wrought,262,228.0,73.0,26.0,0.33,2.7,5.0,70.0,,
AC53799369654A328798F01FDB63542A,Aluminum Alloy 3004-H38,ALUMINUM ALLOY 3004-H38,ALUMINUM ALLOY 3004-H38,ANSI,ALUMINUM,Wrought,283,248.0,73.0,26.0,0.33,2.7,5.0,77.0,,
BD5E16C3687D44C6BAC1FA4663937E83,Aluminum Alloy Alclad 3004-O,ALUMINUM ALLOY ALCLAD 3004-O,ALUMINUM ALLOY ALCLAD 3004-O,ANSI,ALUMINUM,Wrought,179,69.0,73.0,26.0,0.33,2.7,20.0,,,
2CEE4AAF83FD4408A6FEC1516C8F36C8,Aluminum Alloy Alclad 3004-H32,ALUMINUM ALLOY ALCLAD 3004-H32,ALUMINUM ALLOY ALCLAD 3004-H32,ANSI,ALUMINUM,Wrought,214,172.0,73.0,26.0,0.33,2.7,10.0,,,
AA6609CEB87741BC9A367C41AC1C45D5,Aluminum Alloy Alclad 3004-H34,ALUMINUM ALLOY ALCLAD 3004-H34,ALUMINUM ALLOY ALCLAD 3004-H34,ANSI,ALUMINUM,Wrought,241,200.0,73.0,26.0,0.33,2.7,9.0,,,
B326F06514A44DDE864E9731DBBB058C,Aluminum Alloy Alclad 3004-H36,ALUMINUM ALLOY ALCLAD 3004-H36,ALUMINUM ALLOY ALCLAD 3004-H36,ANSI,ALUMINUM,Wrought,262,228.0,73.0,26.0,0.33,2.7,5.0,,,
81E02AAC3FA94594B1FE0354BEB69C01,Aluminum Alloy Alclad 3004-H38,ALUMINUM ALLOY ALCLAD 3004-H38,ALUMINUM ALLOY ALCLAD 3004-H38,ANSI,ALUMINUM,Wrought,283,248.0,73.0,26.0,0.33,2.7,5.0,,,
27895514D5C2491E816B597C0C7C0463,Aluminum Alloy 3105-O,ALUMINUM ALLOY 3105-O,ALUMINUM ALLOY 3105-O,ANSI,ALUMINUM,Wrought,117,55.0,73.0,26.0,0.33,2.7,24.0,,,
08805E18F53744FA955D91528CC94ECD,Aluminum Alloy 3105-H12,ALUMINUM ALLOY 3105-H12,ALUMINUM ALLOY 3105-H12,ANSI,ALUMINUM,Wrought,152,131.0,73.0,26.0,0.33,2.7,7.0,,,
EFC5A174142848B4941DDB9BF0E72B2D,Aluminum Alloy 3105-H14,ALUMINUM ALLOY 3105-H14,ALUMINUM ALLOY 3105-H14,ANSI,ALUMINUM,Wrought,172,152.0,73.0,26.0,0.33,2.7,5.0,,,
DA4A2A7E90794DBC84698F981B695FF8,Aluminum Alloy 3105-H16,ALUMINUM ALLOY 3105-H16,ALUMINUM ALLOY 3105-H16,ANSI,ALUMINUM,Wrought,193,172.0,73.0,26.0,0.33,2.7,4.0,,,
056BB78FEF164368837843CDFB06A164,Aluminum Alloy 3105-H18,ALUMINUM ALLOY 3105-H18,ALUMINUM ALLOY 3105-H18,ANSI,ALUMINUM,Wrought,214,193.0,73.0,26.0,0.33,2.7,3.0,,,
58A6AA0980C14B0BAC7E2429677E5407,Aluminum Alloy 3105-H25,ALUMINUM ALLOY 3105-H25,ALUMINUM ALLOY 3105-H25,ANSI,ALUMINUM,Wrought,179,159.0,73.0,26.0,0.33,2.7,8.0,,,
35CC317F620F4A7AAB5A741824950AD1,Aluminum Alloy 4032-T6,ALUMINUM ALLOY 4032-T6,ALUMINUM ALLOY 4032-T6,ANSI,ALUMINUM,Wrought,379,317.0,73.0,26.0,0.33,2.7,9.0,120.0,,
A8864E695C164B96B58B2A6CB47B4904,Aluminum Alloy 5005-O,ALUMINUM ALLOY 5005-O,ALUMINUM ALLOY 5005-O,ANSI,ALUMINUM,Wrought,124,41.0,73.0,26.0,0.33,2.7,25.0,28.0,,
