Canonical_SMILES,MolWt,LogP,TPSA,HBD,HBA,AromaticRings,biocompatibility_label
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,1.2115490691651227,1.4704909878015253,0.40376767926520757,1.4909921038610574,0.39179719264625684,0.21201642055810097,0.0
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CC[NH+](CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0.9825496682109636,1.1853729681040859,0.9367136559498157,1.4909921038610574,0.7034482494678072,0.21201642055810097,0.0
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,0.39162399146788746,0.6740246667334876,0.2537276926130192,0.7924113829039005,0.08014613582470656,-0.833931254195197,0.0
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.C[N+](C)(C)CCO,0.10222976774981628,-0.1422298242162354,-0.6384596978959963,-0.6047500590104136,-0.543155977818394,0.7349902579347499,0.0
C=C(C[P+](c1ccc(C)cc1)(c1ccc(C)cc1)c1ccc(C)cc1)C(=O)OC.[Br-],0.147210914642013,-0.2513203253351805,-0.6384596978959963,-0.6047500590104136,-0.543155977818394,0.7349902579347499,0.0
C=C(C[P+](c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1)C(=O)OC.[Br-],0.44303317844502343,-0.08440730566897782,-0.18340961789609492,-0.6047500590104136,0.39179719264625684,0.7349902579347499,0.0
C=C(C[P+](c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1)C(=O)OC(C)(C)C.[Br-],0.28382284600574864,-0.3353996449431556,-0.18340961789609492,-0.6047500590104136,0.39179719264625684,0.7349902579347499,0.0
C=C(C[P+](c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1)C(=O)OC.[Br-],-0.00763334466128758,-0.3591523211848981,-0.7368977614279358,-0.6047500590104136,-0.8548070346399443,0.7349902579347499,0.0
C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)N(C)C.[Br-],0.1022297677498165,-0.08994816504544234,-0.6384596978959963,-0.6047500590104136,-0.543155977818394,0.7349902579347499,0.0
C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)OC(C)(C)C.[Br-],-0.05698056468945852,-0.34094050431962025,-0.6384596978959963,-0.6047500590104136,-0.543155977818394,0.7349902579347499,0.0
C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)OC.[Br-],0.0646981858530553,-0.27988367018284516,0.6915223524612448,-0.6047500590104136,1.3267503631109077,-0.310957416818548,0.0
C=CCO[C@@H]1O[C@H](C[n+]2ccccc2)[C@@H](OC)[C@H](OC)[C@H]1OC.O=S(=O)([O-])C(F)(F)F,-1.054238583423298,-0.6976172195301567,-1.0706668883617747,-0.6047500590104136,-1.1664580914614946,-0.833931254195197,1.0
C=CC[N+](CC)(CC)CC.[Cl-],-0.21203669582604784,-0.017573373965269194,0.346906961432067,-0.6047500590104136,0.08014613582470656,-0.310957416818548,-1.0
C=CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-1.1378182382298858,-0.8884976774294376,-1.0069040024679639,-0.6047500590104136,-1.1664580914614946,-0.310957416818548,-1.0
C=CC[n+]1ccccc1.[Cl-],-0.9321701400445579,-0.10794521991938416,-0.9258856964224778,-0.6047500590104136,-0.8548070346399443,-0.310957416818548,-1.0
C=CC[n+]1ccn(C)c1.F[B-](F)(F)F,-0.20067128534037534,-0.15963843123391708,0.42792526747755333,-0.6047500590104136,0.39179719264625684,-0.310957416818548,-1.0
C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-0.9582757766461355,-1.0305627346980855,-0.9258856964224778,-0.6047500590104136,-0.8548070346399443,-0.310957416818548,0.0
C=CC[n+]1ccn(C)c1.[Br-],-1.1264528277442132,-1.0305627346980855,-0.9258856964224778,-0.6047500590104136,-0.8548070346399443,-0.310957416818548,1.0
C=CC[n+]1ccn(C)c1.[Cl-],-0.036992727274075855,0.19293632994210608,0.18865010804098553,-0.6047500590104136,0.7034482494678072,0.21201642055810097,-1.0
C=CCc1ccc(OCC(=O)[O-])c(OC)c1.CCCCCCCCOC[n+]1ccn(C)c1,-0.8521355550199524,-0.7776590137010185,-0.9258856964224778,-0.6047500590104136,-0.8548070346399443,-0.310957416818548,0.0
C=C[n+]1ccn(CCCC)c1.[Br-],-1.0203126061180299,-0.7776590137010185,-0.9258856964224778,-0.6047500590104136,-0.8548070346399443,-0.310957416818548,-1.0
C=C[n+]1ccn(CCCC)c1.[Cl-],-0.8080321628656638,-0.44254440242059845,-0.9258856964224778,-0.6047500590104136,-0.8548070346399443,-0.310957416818548,0.0
C=C[n+]1ccn(CCCCCCCC)c1.[Cl-],0.3300298227905408,0.763494512323992,0.42792526747755333,-0.6047500590104136,0.39179719264625684,-0.310957416818548,0.0
C=C[n+]1ccn(CCCCCCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.011609157911990985,0.26082259540336045,0.42792526747755333,-0.6047500590104136,0.39179719264625684,-0.310957416818548,0.0
C=Cn1cc[n+](CCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-0.7459953333937693,-0.6101017080608084,-0.9258856964224778,-0.6047500590104136,-0.8548070346399443,-0.310957416818548,0.0
C=Cn1cc[n+](CCCCCC)c1.[Br-],-0.9141723844918468,-0.6101017080608084,-0.9258856964224778,-0.6047500590104136,-0.8548070346399443,-0.310957416818548,-1.0
C=Cn1cc[n+](CCCCCC)c1.[Cl-],0.17081949035126556,0.5121585538636761,0.42792526747755333,-0.6047500590104136,0.39179719264625684,-0.310957416818548,0.0
C=Cn1cc[n+](CCCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-0.5867850009544947,-0.35876574960049334,-0.9258856964224778,-0.6047500590104136,-0.8548070346399443,-0.310957416818548,0.0
C=Cn1cc[n+](CCCCCCCCC)c1.[Br-],1.5830057940264164,0.7116939200137912,1.9265174233168814,-0.6047500590104136,1.9500524767540084,0.21201642055810097,0.0
C=Cn1cc[n+](CCCCCCCCC[n+]2ccn(C=C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-0.8446746397477333,-1.0749969907054673,-0.6453618659566666,-0.6047500590104136,-0.543155977818394,-0.310957416818548,1.0
CC(=O)CC[n+]1ccn(C)c1.[Br-],0.47811310055659356,-1.368082680281467,2.5345655619949725,3.5867342667325284,1.9500524767540084,-0.833931254195197,-1.0
CC(=O)NC(C)C(=O)[O-].CC(=O)NC(C)C(=O)[O-].C[N+](CCO)(CCO)CCCCCC[N+](C)(CCO)CCO,-0.46123202260328255,-0.6533977255141105,0.7319493368165989,1.4909921038610574,0.39179719264625684,-0.833931254195197,1.0
CC(=O)NC(C)C(=O)[O-].CCCCCC[N+](C)(CCO)CCO,1.0539353423266973,-0.8428607542705728,2.5345655619949725,3.5867342667325284,1.9500524767540084,0.21201642055810097,-1.0
CC(=O)NC(Cc1ccccc1)C(=O)[O-].CC(=O)NC(Cc1ccccc1)C(=O)[O-].C[N+](CCO)(CCO)CCCCCC[N+](C)(CCO)CCO,0.3719728789304105,-1.5349527475494025,2.5345655619949725,3.5867342667325284,1.9500524767540084,-0.833931254195197,1.0
CC(=O)NCC(=O)[O-].CC(=O)NCC(=O)[O-].C[N+](CCO)(CCO)CCCCCC[N+](C)(CCO)CCO,-0.8575458536199894,-0.8547156161923123,-0.5746968120021857,-0.6047500590104136,-0.543155977818394,-0.310957416818548,1.0
CC(=O)OCCCC[n+]1ccccc1.[Cl-],-0.846180443134317,-0.9967806734609598,-0.49367850595669943,-0.6047500590104136,-0.23150492099684372,-0.310957416818548,1.0
CC(=O)OCCCCn1cc[n+](C)c1.[Cl-],0.3712767286210339,-0.6079970405457167,-0.40608670652009876,-0.6047500590104136,-0.543155977818394,1.2579640953113989,1.0
CC(=O)Oc1c(C)[nH+]cc(C[P+](c2ccc(C)cc2)(c2ccc(C)cc2)c2ccc(C)cc2)c1C.[Cl-].[Cl-],0.23332924802246496,0.16018512626339287,-0.4266288733673316,-0.6047500590104136,-0.23150492099684372,1.2579640953113989,0.0
CC(=O)Oc1c(C)ncc(C[P+](c2ccc(C)cc2)(c2ccc(C)cc2)c2ccc(C)cc2)c1C.[Cl-],0.0741189155831895,-0.03852555383999224,-0.4266288733673316,-0.6047500590104136,-0.23150492099684372,1.2579640953113989,0.0
CC(=O)Oc1c(C)ncc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c1C.[Cl-],0.21563038309171367,-0.04931519628470407,-0.7901430578959634,-0.6047500590104136,-0.543155977818394,0.7349902579347499,0.0
CC(=O)SCCC[P+](c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1.[Br-],0.011438903760241719,-0.1389353752691438,-0.7901430578959634,-0.6047500590104136,-0.543155977818394,0.7349902579347499,0.0
CC(=O)SCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],-0.4273476629795536,-0.7482065542092233,1.9679304316809028,2.8881535457753715,0.7034482494678072,-0.310957416818548,0.0
CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1.CN(C)C(=N)[NH2+]C(=N)N,0.15254932815575767,-0.8202248403837774,1.5781222735878127,2.1895728248182142,1.3267503631109077,-0.833931254195197,0.0
CC(=O)[O-].CC(=O)[O-].C[N+](CCO)(CCO)CCCCCCCCCC[N+](C)(CCO)CCO,-0.05973111509660932,-1.155339451664198,1.5781222735878127,2.1895728248182142,1.3267503631109077,-0.833931254195197,1.0
CC(=O)[O-].CC(=O)[O-].C[N+](CCO)(CCO)CCCCCC[N+](C)(CCO)CCO,-0.1658713367227928,-1.3228967573044081,1.5781222735878127,2.1895728248182142,1.3267503631109077,-0.833931254195197,1.0
CC(=O)[O-].CC(=O)[O-].C[N+](CCO)(CCO)CCCC[N+](C)(CCO)CCO,-0.10534031063748209,-1.4868890138884432,1.7298056335877794,2.1895728248182142,1.638401419932458,-0.833931254195197,1.0
CC(=O)[O-].CC(=O)[O-].C[N+](CCO)(CCO)CCOCC[N+](C)(CCO)CCO,0.0090288616565901,1.4089187248855446,-0.4111811638982124,-0.6047500590104136,-0.543155977818394,-0.833931254195197,1.0
CC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,-0.7301541304298843,-0.5470261112054768,0.2537276926130192,0.7924113829039005,0.08014613582470656,-0.833931254195197,0.0
CC(=O)[O-].CCCCCC[N+](C)(CCO)CCO,-0.7450759609743227,0.06191003902811939,-0.4111811638982124,-0.6047500590104136,-0.543155977818394,-0.833931254195197,-1.0
CC(=O)[O-].CCCC[N+](C)(CCCC)CCCC,-0.6808825789136019,0.3197962382241779,-0.4111811638982124,-0.6047500590104136,-0.543155977818394,-0.833931254195197,-1.0
CC(=O)[O-].CCCC[P+](C)(CCCC)CCCC,-0.9765005377345125,-0.5223714346001245,-0.2663999719589157,-0.6047500590104136,-0.23150492099684372,-0.310957416818548,1.0
CC(=O)[O-].CCCC[n+]1ccn(C)c1,-1.3288471799183297,-0.9227951674457688,0.043047229427799365,0.09383066194674344,-0.543155977818394,-0.833931254195197,0.0
CC(=O)[O-].CC[NH3+],-1.0826407593606957,-0.6899287402403346,-0.2663999719589157,-0.6047500590104136,-0.23150492099684372,-0.310957416818548,-1.0
CC(=O)[O-].CC[n+]1ccn(C)c1,0.5722295956436727,0.16761589116361233,1.0828095465673357,-0.6047500590104136,2.2617035335755586,0.7349902579347499,1.0
CC(=O)[O-].COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CC[N+]1(C)Cc1ccc2c(c1)OCO2,-1.1091058213937444,-0.829008605829414,-0.07872673564259668,0.09383066194674344,-0.23150492099684372,-0.833931254195197,-1.0
CC(=O)[O-].C[N+](C)(C)CCO,-0.7757519756939735,-0.404102005971486,-0.2594978038982454,-0.6047500590104136,-0.23150492099684372,-0.310957416818548,1.0
CC(=O)[O-].C[N+]1(Cc2ccccc2)CCOCC1,-0.9349736584100315,-1.4382239466517468,0.659147897510006,2.1895728248182142,0.39179719264625684,-0.833931254195197,1.0
CC(=O)[O-].OCC[NH+](CCO)CCO,-1.1016449061215254,-1.2908542681971042,0.5266920056790487,1.4909921038610574,0.08014613582470656,-0.833931254195197,-1.0
CC(=O)[O-].OCC[NH2+]CCO,-1.2683161538330192,-1.1434845897424621,0.37550165768341526,0.7924113829039005,-0.23150492099684372,-0.833931254195197,-1.0
CC(=O)[O-].[NH3+]CCO,-0.49140862514446937,0.027569596613521083,-0.11471661195894853,-0.6047500590104136,0.08014613582470656,-0.310957416818548,-1.0
CC(C)(C)C(=O)[O-].CCCCCCCCOC[n+]1ccn(C)c1,-0.30565377873466176,0.5632719078016023,0.0164245811937858,0.09383066194674344,-0.23150492099684372,-0.833931254195197,0.0
CC(C)C(N)C(=O)[O-].CCCC[P+](CCCC)(CCCC)CCCC,-0.25258366792156983,0.6470505606217074,0.0164245811937858,0.09383066194674344,-0.23150492099684372,-0.833931254195197,0.0
CC(C)CC(N)C(=O)[O-].CCCC[P+](CCCC)(CCCC)CCCC,-0.556177087895543,-0.5657104044516933,0.6264447678892112,0.7924113829039005,0.39179719264625684,-0.310957416818548,0.0
CC(C)COC(=O)[C@@H]1CCC[NH2+]1.O=C([O-])c1ccccc1O,0.41031411390438005,-0.28396414801822456,1.3930784346279401,0.7924113829039005,1.3267503631109077,0.21201642055810097,-1.0
CC(C)C[C@H](N)C(=O)[O-].CC(C)C[C@H](N)C(=O)[O-].Cn1cc[n+](CCCCCCCCCC[n+]2ccn(C)c2)c1,0.30417389227819697,-0.45152145365843455,1.3930784346279401,0.7924113829039005,1.3267503631109077,0.21201642055810097,1.0
CC(C)C[C@H](N)C(=O)[O-].CC(C)C[C@H](N)C(=O)[O-].Cn1cc[n+](CCCCCCCC[n+]2ccn(C)c2)c1,-0.34373017391702154,-0.07693358837049095,0.47525441989357764,0.09383066194674344,0.08014613582470656,-0.310957416818548,1.0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CC(C)OC(=O)[C@H]([NH3+])C(C)C,0.8807112014856486,2.552075328566997,-0.4111811638982124,-0.6047500590104136,-0.543155977818394,-0.310957416818548,-1.0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.2858167112940151,1.4564026011698954,-0.4111811638982124,-0.6047500590104136,-0.543155977818394,-0.310957416818548,0.0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,0.39195693292019773,1.6239599068101045,-0.4111811638982124,-0.6047500590104136,-0.543155977818394,-0.310957416818548,-1.0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,-0.29066006310392983,0.007188683635751447,0.47525441989357764,0.09383066194674344,0.08014613582470656,-0.310957416818548,-1.0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCOC(=O)[C@H]([NH3+])C(C)C,0.0315894284761854,1.2116168834453238,-0.4111811638982124,-0.6047500590104136,-0.543155977818394,-0.310957416818548,-1.0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCC[P+](CCCC)(CCCC)CCCC,-0.4232388627840011,0.11811325216070488,-0.2663999719589157,-0.6047500590104136,-0.23150492099684372,0.21201642055810097,0.0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCC[n+]1ccn(C)c1,-0.34373017391702154,-0.07658996918435362,0.47525441989357764,0.09383066194674344,0.08014613582470656,-0.310957416818548,-1.0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCOC(=O)[C@H]([NH3+])C(C)C,-0.29066006310392983,0.007188683635751447,0.47525441989357764,0.09383066194674344,0.08014613582470656,-0.310957416818548,-1.0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCOC(=O)[C@H]([NH3+])CC(C)C,-0.16195927465815124,0.04941089113237455,0.47525441989357764,0.09383066194674344,0.08014613582470656,0.21201642055810097,-1.0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCOC(=O)[C@H]([NH3+])Cc1ccccc1,-0.3968002847301133,-0.16036862200445864,0.47525441989357764,0.09383066194674344,0.08014613582470656,-0.310957416818548,-1.0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCOC(=O)[C@H]([NH3+])C(C)C,-0.34373017391702154,-0.07658996918435362,0.47525441989357764,0.09383066194674344,0.08014613582470656,-0.310957416818548,-1.0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCOC(=O)[C@H]([NH3+])CC(C)C,-0.21502938547124298,-0.034367761687730626,0.47525441989357764,0.09383066194674344,0.08014613582470656,0.21201642055810097,-1.0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCOC(=O)[C@H]([NH3+])Cc1ccccc1,-0.05954194381688834,0.1296975139733592,0.1400062569467381,0.7924113829039005,-0.23150492099684372,0.21201642055810097,-1.0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CC[NH+](CC)CC(=O)Nc1c(C)cccc1C,-0.05208102854466915,-0.045621290033727536,0.521597548300935,0.7924113829039005,0.39179719264625684,0.21201642055810097,-1.0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CC[NH+](CC)CCOC(=O)c1ccc(N)cc1,-0.45746751413682357,-0.5633394320673454,1.126523277618247,2.1895728248182142,0.08014613582470656,-0.310957416818548,-1.0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CN(C)C(=N)[NH2+]C(=N)N,0.24338937667805846,0.16916217750123058,0.9158428144330271,1.4909921038610574,1.3267503631109077,0.21201642055810097,0.0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CN/C(=C\[N+](=O)O)NCCSCc1ccc(CN(C)C)o1,-0.2680994962843345,-0.11814641450783565,0.47525441989357764,0.09383066194674344,0.08014613582470656,0.21201642055810097,-1.0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.COC(=O)[C@H]([NH3+])Cc1ccccc1,-0.4688480583248734,-0.27013347577619873,0.0660544562967002,0.09383066194674344,0.08014613582470656,0.21201642055810097,-1.0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.Cn1cc[n+](CCO)c1,0.22074557449538548,-0.4663464739203469,1.7464037044003444,2.1895728248182142,0.39179719264625684,0.21201642055810097,-1.0
CC(C)Cc1ccc(CC(=O)[O-])cc1.CC(C)Cc1ccc(CC(=O)[O-])cc1.N=C([NH3+])NCCCC[NH3+],-0.6016198127102607,-0.5027636647911634,0.8077088481491935,0.7924113829039005,0.39179719264625684,-0.310957416818548,-1.0
CC(C)OC(=O)[C@@H]([NH3+])C(C)C.O=C([O-])c1ccccc1O,-0.6092471987086348,-0.6188854735064435,0.6264447678892112,0.7924113829039005,0.39179719264625684,-0.310957416818548,-1.0
CC(C)OC(=O)[C@@H]1CCC[NH2+]1.O=C([O-])c1ccccc1O,4.817274730277432,1.6140808552086567,4.859774511766949,1.4909921038610574,4.443260931326411,2.8268856074413455,-1.0
CC(C)[C@@H](C(=O)NCc1ccccc1)n1cc[n+](Cc2cc(C[n+]3ccn([C@H](C(=O)NCc4ccccc4)C(C)C)c3)cc(C[n+]3ccn([C@H](C(=O)NCc4ccccc4)C(C)C)c3)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.5444612563601474,-0.9986920551838501,0.7983416200668555,1.4909921038610574,0.7034482494678072,2.8268856074413455,0.0
CC(C)[C@@H](C(=O)NCc1ccccc1)n1cc[n+](Cc2cc(C[n+]3ccn([C@H](C(=O)NCc4ccccc4)C(C)C)c3)cc(C[n+]3ccn([C@H](C(=O)NCc4ccccc4)C(C)C)c3)c2)c1.[Br-].[Br-].[Br-],-0.7604820699948477,-0.5302317234830154,0.16120577313308268,0.09383066194674344,0.08014613582470656,-0.310957416818548,0.0
CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,-0.8930873536540797,-0.8368688947123051,0.3488790094494017,0.7924113829039005,0.08014613582470656,-0.833931254195197,1.0
CC(C)[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,-0.23749536665097715,0.4623982004711658,-0.07872673564259668,0.09383066194674344,-0.23150492099684372,-0.833931254195197,1.0
CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.C[N+](C)(C)CCO,-0.9992275752802627,-0.973478997401023,0.3488790094494017,0.7924113829039005,0.08014613582470656,-0.833931254195197,0.0
CC(N)C(=O)[O-].C[N+](C)(C)CCO,0.1942691621855543,-0.6527749157392357,1.391435061280161,1.4909921038610574,1.0150993062893574,-0.833931254195197,1.0
CC(NC(=O)CCC(=O)[O-])C(=O)[O-].CCCCC[N+](C)(C)CCO.CCCCC[N+](C)(C)CCO,-0.12415150269299598,-1.155446832659866,1.391435061280161,1.4909921038610574,1.0150993062893574,-0.833931254195197,1.0
