Clean_Name,corr_score_min,corr_score_mean,corr_score_var,data_points,UNS
CARPENTER 20MO-6 CARPENTER TECHNOLOGY CORP,0.812711509291959,0.8899789960199549,0.005646268492144702,4,N08026
CARPENTER PYROMET ALLOY 102 CARPENTER TECHNOLOGIES CORP,0.48095855130519694,0.7460359591449777,0.05081240109772259,10,
CARPENTER PYROMET ALLOY 102 CARPENTER TECHNOLOGY CORP,0.579953601178403,0.8362159417854604,0.039420829317355084,6,
CARTRIDGE BRASS,0.25,0.623896380451113,0.10339676857868081,110,C26000
CAST ILLIUM G,0.6192344565782457,0.7239595060704223,0.02521691446633072,9,
CAST IRON,0.4013869212466589,0.7899050143065487,0.023983410510710127,34,F10001
CAST STEEL,0.8977117175026231,0.9471397664758434,0.0029283821494080022,4,J02500
CB,0.9893899157238002,0.9893899157238003,1.8488927466117464e-32,3,R04210
CB ALLOY,0.8655490416399658,0.9716983622832523,0.002190937441978303,7,R04261
CB ALLOY WROUGHT 0 75 ZR BAL CB,0.6986344247631282,0.7927858751217641,0.009995007763708052,3,R04261
CB ALLOY WROUGHT 100 CB,0.6910095361682882,0.8062747626539906,0.009172562670114981,9,R04210
CB ALLOY WROUGHT 50 V 50 CB,0.7067270923753284,0.7067270923753284,0.0,1,
CB ALLOY WROUGHT 6 9 TI 0 81 ZR BAL CB,0.5623818557528477,0.7174423626510018,0.048087521599024984,2,
CB ALLOY WROUGHT 8 TI BAL CB,0.6285099898418801,0.7443162665732772,0.01917710205654502,3,
CF-8,0.861053514541099,0.9326491242287558,0.003222737532299983,4,J92600
CHEMICAL LEAD,0.5022031461958567,0.8437635057243015,0.017539665699572993,78,L51120
CHLORIMET 3,0.9893899157238002,0.9929706587994189,2.564344194718377e-05,2,
CHROMIUM,0.17350762461706115,0.1803439646387882,9.347108978533393e-05,2,
CHROMIUM + 0 5PD,0.844101657179932,0.8853650326045294,0.003405332302862529,2,
CHROMIUM + 0 5PT,0.817851091072199,0.8722397495506629,0.005916252342173957,2,
CN-7M,0.5947986391060673,0.8930776804718401,0.023415871426900554,6,J95150
CO MM ERCIAL BRONZE,1.0,1.0,0.0,3,C22000
CO-20CR,0.29414587455303176,0.5408394231741962,0.15841419015820934,3,
CO-CR-NI,0.3247616558082055,0.6577749860689132,0.03664377966924746,30,R31233
COBALT,0.29848536422602767,0.8762370316295126,0.045162859272762285,10,
COMMERCIAL BRONZE,0.25,0.7717391304347826,0.06133540372670807,92,C22000
COPPER,0.2956815377957584,0.9147282101483225,0.025166167675834624,29,
COPPER NICKEL,0.38273353435958046,0.38273353435958046,0.0,1,
COPPER ZINC,0.32254209148477153,0.32254209148477153,0.0,1,
COPPER- TIN,0.3693348408206978,0.3693348408206978,0.0,1,
COPPER-ALUMINUM-IRON,0.9116518111250529,0.9116518111250529,0.0,1,C61300
COPPER-ALUMINUM-SILICON,0.6529636084911308,0.6529636084911308,0.0,1,C62400
COPPER-NICKEL,0.38273353435958046,0.6038441742935629,0.09777983018403041,2,
COPPER-NICKEL-ZINC (75CU-20NI-5ZN),0.994421844995429,0.994421844995429,0.0,1,
COPPER-SILICON,0.7778727505908124,0.7778727505908124,0.0,1,C65500
COPPER-TIN,0.3693348408206978,0.5518479881971268,0.06662209793050014,2,C90700
COPPER-ZINC,0.32254209148477153,0.4240016593327124,0.02058808781578183,2,
CR-PHOS ALLOY,0.9329385073952491,0.9422262855435186,0.00016592473314810713,4,
DEOXIDIZED COPPER,0.4013869212466589,0.8078368410749511,0.05160631291584007,11,C12000
DHP COPPER,0.9993927818749868,0.9996456983209739,5.6731929518604765e-08,6,C12000
DUCTILE AUSTENITIC CAST IRON,0.47304957292670674,0.47304957292670674,0.0,1,F43000
DUCTILE AUSTENITIC CAST IRON TYPE D2,0.5916473312274692,0.5916473312274692,0.0,1,F43000
